# theta, gamma_t
2.805046135754908576e+00 2.264193784664794793e-03
3.531343861556885511e+00 1.860114354611700632e-03
4.445698525097306231e+00 1.420349050030534407e-03
5.596802846420849242e+00 1.082442340696313041e-03
7.045957328161134292e+00 8.947674915360661696e-04
8.870334730839386950e+00 6.999157691442764364e-04
1.116708980377407912e+01 5.687904474627992427e-04
1.405853312975872704e+01 4.792903660815665367e-04
1.769864460960344488e+01 4.211485142838718772e-04
2.228127345334363341e+01 3.553098885278649409e-04
2.805046135754907866e+01 2.978562236933463329e-04
3.531343861556884889e+01 2.485280441502401346e-04
4.445698525097307652e+01 2.237554439660883001e-04
5.596802846420851552e+01 1.733822530626976429e-04
7.045957328161131272e+01 1.536408640087969619e-04
8.870334730839388726e+01 1.257000830438158485e-04
1.116708980377407130e+02 9.924102444103821718e-05
1.405853312975872882e+02 7.796313212391475366e-05
1.769864460960343422e+02 6.961540200174483003e-05
2.228127345334363838e+02 5.448260153171892396e-05
2.805046135754906231e+02 3.946433902839418520e-05
3.531343861556885599e+02 2.907933478575077513e-05
4.445698525097302536e+02 1.673898251477779652e-05
5.596802846420847573e+02 1.109080789216091425e-05
7.045957328161139230e+02 4.533999574183397520e-06
8.870334730839383610e+02 -6.315592755337547940e-06
