# theta, gamma_t
2.805046135754908576e+00 1.667234856686704942e-03
3.531343861556885511e+00 1.362131840446901675e-03
4.445698525097306231e+00 1.097972410993848557e-03
5.596802846420849242e+00 8.732277659128329051e-04
7.045957328161134292e+00 7.113274279800445125e-04
8.870334730839386950e+00 5.713099302315491129e-04
1.116708980377407912e+01 4.423828877953149726e-04
1.405853312975872704e+01 3.689259727318186868e-04
1.769864460960344488e+01 3.111783025749066526e-04
2.228127345334363341e+01 2.695475538322981372e-04
2.805046135754907866e+01 2.258921788987340140e-04
3.531343861556884889e+01 1.892899359133989011e-04
4.445698525097307652e+01 1.610328339364387295e-04
5.596802846420851552e+01 1.384504516915183127e-04
7.045957328161131272e+01 1.186426687467923653e-04
8.870334730839388726e+01 9.785789636190703016e-05
1.116708980377407130e+02 7.956204634028270727e-05
1.405853312975872882e+02 6.395582136374305861e-05
1.769864460960343422e+02 5.276593954697723378e-05
2.228127345334363838e+02 4.242615926354083539e-05
2.805046135754906231e+02 3.081649475583939714e-05
3.531343861556885599e+02 2.826062847106840356e-05
4.445698525097302536e+02 1.597698123827623735e-05
5.596802846420847573e+02 9.453011225044921881e-06
7.045957328161139230e+02 2.460493220620281340e-06
8.870334730839383610e+02 -4.943489022335026482e-06
