# theta, gamma_x
2.805046135754908576e+00 -1.389588569902384749e-05
3.531343861556885511e+00 -5.360623429757740071e-05
4.445698525097306231e+00 -4.214142067038355606e-06
5.596802846420849242e+00 -1.258680308169242739e-05
7.045957328161134292e+00 -2.377506275687089092e-06
8.870334730839386950e+00 -1.263204585790786446e-05
1.116708980377407912e+01 -3.511390187566677958e-05
1.405853312975872704e+01 -1.707541997087722908e-05
1.769864460960344488e+01 -1.360491996390791308e-05
2.228127345334363341e+01 5.792047728549987073e-07
2.805046135754907866e+01 5.569797458173887721e-06
3.531343861556884889e+01 -3.805293079144701393e-06
4.445698525097307652e+01 4.048626663903948825e-06
5.596802846420851552e+01 -2.570945300710171719e-06
7.045957328161131272e+01 -6.296971985754457685e-06
8.870334730839388726e+01 -5.190916223057427789e-06
1.116708980377407130e+02 4.024645972557379737e-06
1.405853312975872882e+02 2.090226016358999930e-06
1.769864460960343422e+02 3.367479521711246034e-06
2.228127345334363838e+02 1.875591160668852792e-06
2.805046135754906231e+02 2.955547612110145450e-06
3.531343861556885599e+02 4.879079037846457480e-06
4.445698525097302536e+02 -1.198790732168718916e-07
5.596802846420847573e+02 -1.468404352603773453e-06
7.045957328161139230e+02 -1.826224374201670169e-06
8.870334730839383610e+02 -2.763458643530689751e-06
