# theta, gamma_x
2.805046135754908576e+00 3.487786545686251871e-05
3.531343861556885511e+00 -2.131929721078585938e-05
4.445698525097306231e+00 -3.473090762458884749e-06
5.596802846420849242e+00 -1.357493335312872149e-05
7.045957328161134292e+00 -1.077768402616828303e-05
8.870334730839386950e+00 -2.711096039883966868e-06
1.116708980377407912e+01 -1.518030767033300447e-05
1.405853312975872704e+01 -1.423072612643711313e-05
1.769864460960344488e+01 -1.668400827856782845e-06
2.228127345334363341e+01 8.469397113088165727e-06
2.805046135754907866e+01 1.111349071096276301e-05
3.531343861556884889e+01 6.398038360878402610e-06
4.445698525097307652e+01 2.979836143111911440e-06
5.596802846420851552e+01 9.179729703387865948e-06
7.045957328161131272e+01 3.800959186749683109e-06
8.870334730839388726e+01 -3.094212657473906908e-06
1.116708980377407130e+02 2.884689594694680348e-06
1.405853312975872882e+02 -2.682271628133062655e-06
1.769864460960343422e+02 -3.787914818903946728e-06
2.228127345334363838e+02 2.503579400479968966e-06
2.805046135754906231e+02 -1.579729540583858749e-07
3.531343861556885599e+02 -2.453218705082571797e-06
4.445698525097302536e+02 -6.473013190914185186e-07
5.596802846420847573e+02 -1.235497875593189336e-06
7.045957328161139230e+02 -6.138245126956363253e-07
8.870334730839383610e+02 -1.743468963067790672e-06
