# theta, gamma_x
2.805046135754908576e+00 -6.581211706852557814e-06
3.531343861556885511e+00 -7.143836020758300223e-05
4.445698525097306231e+00 -9.805872192924228658e-05
5.596802846420849242e+00 2.589312273944464307e-05
7.045957328161134292e+00 1.147120959077544916e-05
8.870334730839386950e+00 2.746662731926011731e-05
1.116708980377407912e+01 -1.893365003028029070e-05
1.405853312975872704e+01 3.608155572272648698e-07
1.769864460960344488e+01 1.253237123668794398e-05
2.228127345334363341e+01 -7.108333266138019315e-06
2.805046135754907866e+01 -3.842102647291560592e-06
3.531343861556884889e+01 2.419274486859010686e-06
4.445698525097307652e+01 7.285175473179464689e-06
5.596802846420851552e+01 1.297769632711367032e-05
7.045957328161131272e+01 -2.602172950720184861e-06
8.870334730839388726e+01 -8.273084889082861173e-06
1.116708980377407130e+02 3.613940598507236706e-07
1.405853312975872882e+02 -1.502795944012051520e-06
1.769864460960343422e+02 -1.014215048562550071e-06
2.228127345334363838e+02 1.498427462921741898e-06
2.805046135754906231e+02 -1.547618959473905689e-06
3.531343861556885599e+02 -2.800141151640082018e-06
4.445698525097302536e+02 1.617449447283294060e-06
5.596802846420847573e+02 -2.520517342973561313e-07
7.045957328161139230e+02 -1.420373178946995428e-06
8.870334730839383610e+02 -1.799690572949759410e-06
