# xi_im, xi_npair, xi_weight, Rg
8.773953063186961548e-05 3.627441700000000000e+07 2.960503233012962341e+08 6.915813945088769010e-01
-3.269871172498240044e-05 5.695838800000000000e+07 4.647259222372078896e+08 6.915813945088769010e-01
2.627554693121363137e-05 8.958324800000000000e+07 7.305579227813458443e+08 6.915813945088769010e-01
-1.491218471836446893e-05 1.409172570000000000e+08 1.148896545578649998e+09 6.915813945088769010e-01
-4.988494998988935988e-06 2.217796210000000000e+08 1.807670300312971592e+09 6.915813945088769010e-01
3.504381406494244951e-06 3.493651410000000000e+08 2.846891439118869781e+09 6.915813945088769010e-01
1.890714032163533383e-05 5.504989740000000000e+08 4.484797681572563171e+09 6.915813945088769010e-01
3.812763507497867351e-06 8.677814810000000000e+08 7.068177657546526909e+09 6.915813945088769010e-01
6.620879140525114405e-06 1.368635657000000000e+09 1.114584563044658661e+10 6.915813945088769010e-01
3.646630619873409612e-07 2.159412026000000000e+09 1.758326790845462036e+10 6.915813945088769010e-01
-6.474537613726819890e-06 3.407789698000000000e+09 2.774494851659582901e+10 6.915813945088769010e-01
5.234894840855679857e-06 5.377530240000000000e+09 4.377714835999101257e+10 6.915813945088769010e-01
1.016128615200468385e-06 8.479929309000000000e+09 6.902841517807516479e+10 6.915813945088769010e-01
2.800124735794744048e-06 1.335770029300000000e+10 1.087284849864967041e+11 6.915813945088769010e-01
4.541217738134743887e-06 2.101941652100000000e+10 1.710880158857774658e+11 6.915813945088769010e-01
2.675468068674518853e-06 3.302268860200000000e+10 2.687847411142431946e+11 6.915813945088769010e-01
-1.044108739042411498e-06 5.177926812700000000e+10 4.214514145315681763e+11 6.915813945088769010e-01
3.913222955722623729e-06 8.096280534300000000e+10 6.589892674788487549e+11 6.915813945088769010e-01
-2.631785595142778301e-06 1.261579192560000000e+11 1.026825268092646851e+12 6.915813945088769010e-01
-1.077583237091832318e-05 1.959623790190000000e+11 1.595010947469527100e+12 6.915813945088769010e-01
-1.159292774467148310e-05 3.032732323620000000e+11 2.468472221323251953e+12 6.915813945088769010e-01
-8.444662907766864698e-06 4.672027597150000000e+11 3.802844456399732910e+12 6.915813945088769010e-01
-6.762340361121055211e-06 7.148972095740000000e+11 5.819157645423322266e+12 6.915813945088769010e-01
-1.060422107110822279e-05 1.083711003553000000e+12 8.821392730451380859e+12 6.915813945088769010e-01
-1.057837467847276642e-05 1.621758221423000000e+12 1.320143000126880273e+13 6.915813945088769010e-01
-1.825683988194564197e-06 2.396453079862000000e+12 1.950729084203051953e+13 6.915813945088769010e-01
