# xi_im, xi_npair, xi_weight, Rg
5.293739969501228129e-05 3.542555700000000000e+07 2.886895269551291466e+08 6.915813945088769010e-01
6.447042596280988991e-05 5.570562600000000000e+07 4.538333457518506050e+08 6.915813945088769010e-01
-1.485319589203987690e-05 8.768770800000000000e+07 7.143641214593577385e+08 6.915813945088769010e-01
1.021372486805421364e-05 1.380745820000000000e+08 1.124669051066443443e+09 6.915813945088769010e-01
-1.595378677865061462e-06 2.174892470000000000e+08 1.771219334461049557e+09 6.915813945088769010e-01
1.039060031788346751e-05 3.427894870000000000e+08 2.791294028510066509e+09 6.915813945088769010e-01
-5.059189875981170141e-07 5.406124690000000000e+08 4.401903426450691223e+09 6.915813945088769010e-01
1.229598377818536629e-05 8.527854850000000000e+08 6.943000014100935936e+09 6.915813945088769010e-01
5.282810788856883319e-06 1.345627691000000000e+09 1.095450099296003151e+10 6.915813945088769010e-01
-2.060371187515206673e-05 2.124055273000000000e+09 1.729057140835352707e+10 6.915813945088769010e-01
-1.053428260844226777e-05 3.353616285000000000e+09 2.729789636821020889e+10 6.915813945088769010e-01
-1.017520727546556640e-05 5.293049707000000000e+09 4.308370057410567474e+10 6.915813945088769010e-01
7.965071796208793571e-06 8.348488064000000000e+09 6.795160072597293091e+10 6.915813945088769010e-01
8.641002673969204109e-07 1.315416634500000000e+10 1.070659935398060150e+11 6.915813945088769010e-01
1.066463639548693332e-06 2.069940580600000000e+10 1.684761399249648438e+11 6.915813945088769010e-01
5.304194281932041891e-06 3.250654346000000000e+10 2.645738995354463806e+11 6.915813945088769010e-01
1.650151099623222549e-06 5.095064841000000000e+10 4.146881448620039062e+11 6.915813945088769010e-01
9.325332681973454907e-07 7.966497106700000000e+10 6.484026656167186279e+11 6.915813945088769010e-01
-2.950072462105557441e-06 1.241266988030000000e+11 1.010283610466237305e+12 6.915813945088769010e-01
-1.013729882034589509e-05 1.927446779890000000e+11 1.568795558677374756e+12 6.915813945088769010e-01
-9.822351317085117154e-06 2.983159154650000000e+11 2.428125981422011719e+12 6.915813945088769010e-01
-8.748461034658078605e-06 4.596466478130000000e+11 3.741413202401194824e+12 6.915813945088769010e-01
-6.136849376193003886e-06 7.033741249720000000e+11 5.725509210756435547e+12 6.915813945088769010e-01
-1.042287344700482863e-05 1.066125539254000000e+12 8.678302128603455078e+12 6.915813945088769010e-01
-9.388307986767564664e-06 1.595630269753000000e+12 1.298867239314143750e+13 6.915813945088769010e-01
-2.345438753623264518e-06 2.358623191265000000e+12 1.919968113339928516e+13 6.915813945088769010e-01
