# theta, gamma_x
2.805046135754908576e+00 3.451593682906382291e-06
3.531343861556885511e+00 3.769890563479056710e-06
4.445698525097306231e+00 1.292003239242386349e-05
5.596802846420849242e+00 3.394250828772739882e-06
7.045957328161134292e+00 -3.294516867722740874e-06
8.870334730839386950e+00 -2.743473408106073687e-06
1.116708980377407912e+01 -2.697558174800608676e-07
1.405853312975872704e+01 -2.422399954109818170e-06
1.769864460960344488e+01 2.244180759115688166e-08
2.228127345334363341e+01 1.451896867460653563e-06
2.805046135754907866e+01 -4.185703499203298594e-06
3.531343861556884889e+01 -2.456385178020015514e-06
4.445698525097307652e+01 -8.747851040019110531e-07
5.596802846420851552e+01 -1.891001384392552890e-06
7.045957328161131272e+01 6.501088466856241872e-07
8.870334730839388726e+01 -2.169208593975252200e-06
1.116708980377407130e+02 -4.204131250946282102e-06
1.405853312975872882e+02 -5.406913864133971980e-06
1.769864460960343422e+02 -3.791103573177936791e-06
2.228127345334363838e+02 -3.808461491663196946e-06
2.805046135754906231e+02 -1.040586337389562870e-06
3.531343861556885599e+02 9.997688115882095231e-07
4.445698525097302536e+02 2.597502902870615884e-06
5.596802846420847573e+02 1.865928834266727273e-06
7.045957328161139230e+02 -2.792381088508816235e-07
8.870334730839383610e+02 4.952358117285432966e-06
