# theta, gamma_x
2.805046135754908576e+00 6.680861372210842929e-07
3.531343861556885511e+00 1.092636501632409032e-05
4.445698525097306231e+00 2.915161719098840064e-06
5.596802846420849242e+00 -4.927152561701100384e-06
7.045957328161134292e+00 -2.834316246911757672e-06
8.870334730839386950e+00 7.058187400412411514e-06
1.116708980377407912e+01 1.636824462946202454e-06
1.405853312975872704e+01 5.165163243542528707e-07
1.769864460960344488e+01 -3.252108281133844791e-06
2.228127345334363341e+01 -6.817464513709522940e-06
2.805046135754907866e+01 -4.518606305784143852e-06
3.531343861556884889e+01 -1.934578051272628327e-06
4.445698525097307652e+01 -5.084589831383393846e-07
5.596802846420851552e+01 -3.078613427173716029e-06
7.045957328161131272e+01 -1.502278614272169610e-07
8.870334730839388726e+01 -3.604285045810782705e-06
1.116708980377407130e+02 -5.413549004614206691e-06
1.405853312975872882e+02 -9.123757808190955157e-06
1.769864460960343422e+02 -6.647819595314713549e-06
2.228127345334363838e+02 -1.282437770375046494e-06
2.805046135754906231e+02 8.940624167167506799e-07
3.531343861556885599e+02 -6.210772030868875464e-07
4.445698525097302536e+02 -5.709328968954714301e-06
5.596802846420847573e+02 -5.121615982701575336e-06
7.045957328161139230e+02 -1.121040461645193112e-06
8.870334730839383610e+02 6.151129061220668738e-06
