# theta, gamma_x
2.805046135754908576e+00 1.312283085199663607e-05
3.531343861556885511e+00 -4.267097531394736648e-06
4.445698525097306231e+00 1.503726885298396862e-05
5.596802846420849242e+00 -8.362944907730660322e-06
7.045957328161134292e+00 -1.030477993312766221e-05
8.870334730839386950e+00 -1.706565329364059854e-06
1.116708980377407912e+01 8.042847420510459069e-07
1.405853312975872704e+01 -3.705405176150560803e-06
1.769864460960344488e+01 8.432075214118684986e-07
2.228127345334363341e+01 2.207578587703841798e-06
2.805046135754907866e+01 -3.879596904145409171e-06
3.531343861556884889e+01 -3.108350153172536465e-06
4.445698525097307652e+01 6.758278645287031606e-07
5.596802846420851552e+01 -1.751210589852182737e-06
7.045957328161131272e+01 7.983535687881550232e-07
8.870334730839388726e+01 -1.886489116047441015e-06
1.116708980377407130e+02 -4.463164831104281514e-06
1.405853312975872882e+02 -5.292193049694138000e-06
1.769864460960343422e+02 -4.038016977884067123e-06
2.228127345334363838e+02 -3.829192274747104489e-06
2.805046135754906231e+02 -1.153597500133324141e-06
3.531343861556885599e+02 8.917497319099268954e-07
4.445698525097302536e+02 2.575434611308303712e-06
5.596802846420847573e+02 1.809793002092489902e-06
7.045957328161139230e+02 -2.612658969973432302e-07
8.870334730839383610e+02 4.966608540944351183e-06
