# theta, gamma_x
2.805046135754908576e+00 6.958872187459309963e-05
3.531343861556885511e+00 -4.829632439460817363e-05
4.445698525097306231e+00 -1.277238855007872755e-05
5.596802846420849242e+00 -6.993978181866402708e-07
7.045957328161134292e+00 -1.639473512463070651e-05
8.870334730839386950e+00 -2.227603765213937296e-05
1.116708980377407912e+01 -7.169811402632883551e-06
1.405853312975872704e+01 -4.477122138825818509e-06
1.769864460960344488e+01 -1.167950209795369984e-05
2.228127345334363341e+01 -8.309828364896140125e-07
2.805046135754907866e+01 1.611396918146677034e-05
3.531343861556884889e+01 1.396654266278114902e-05
4.445698525097307652e+01 -4.216575570730572375e-06
5.596802846420851552e+01 -5.481106699190434791e-06
7.045957328161131272e+01 -9.678113028198753704e-07
8.870334730839388726e+01 -1.058256060514164195e-07
1.116708980377407130e+02 1.234054422831220340e-08
1.405853312975872882e+02 -4.730671534838901167e-06
1.769864460960343422e+02 -2.890149638003872144e-06
2.228127345334363838e+02 -3.090260012399989369e-06
2.805046135754906231e+02 -3.642647274041116497e-06
3.531343861556885599e+02 -3.530963066165846310e-06
4.445698525097302536e+02 -3.421363944117517820e-06
5.596802846420847573e+02 -5.762096784427968950e-08
7.045957328161139230e+02 -1.955033566945563124e-06
8.870334730839383610e+02 -1.802491597302187486e-06
