# theta, gamma_x
2.805046135754908576e+00 5.000696278898565759e-05
3.531343861556885511e+00 3.311472031764451567e-05
4.445698525097306231e+00 -9.463472628635146306e-06
5.596802846420849242e+00 -4.840579676239449697e-06
7.045957328161134292e+00 7.002817298366601750e-06
8.870334730839386950e+00 1.190293816596840626e-05
1.116708980377407912e+01 2.305950784236307591e-05
1.405853312975872704e+01 -2.630950110891812913e-05
1.769864460960344488e+01 3.566344069103301320e-06
2.228127345334363341e+01 -9.410303623652552109e-07
2.805046135754907866e+01 -2.448508772556163943e-06
3.531343861556884889e+01 -1.796286940424563106e-06
4.445698525097307652e+01 9.514224789851291332e-06
5.596802846420851552e+01 4.096353096074590116e-06
7.045957328161131272e+01 5.402002862978228733e-06
8.870334730839388726e+01 3.831489578142371168e-07
1.116708980377407130e+02 -1.375448597906841723e-06
1.405853312975872882e+02 6.988017617666883975e-07
1.769864460960343422e+02 1.922179851391441731e-06
2.228127345334363838e+02 -1.960136432111590770e-06
2.805046135754906231e+02 5.303284295144979008e-06
3.531343861556885599e+02 2.569867016290688523e-06
4.445698525097302536e+02 1.395485840806096594e-06
5.596802846420847573e+02 -1.718370703249026479e-06
7.045957328161139230e+02 -1.373508672341658120e-06
8.870334730839383610e+02 -1.262143519554953281e-07
