# theta, gamma_x
2.805046135754908576e+00 6.974259383260279863e-05
3.531343861556885511e+00 3.609076013443260654e-05
4.445698525097306231e+00 -3.192558425319527254e-05
5.596802846420849242e+00 1.173770810384572061e-05
7.045957328161134292e+00 3.480647514194063592e-05
8.870334730839386950e+00 4.384072982378082175e-06
1.116708980377407912e+01 2.863292733502503286e-05
1.405853312975872704e+01 -6.757633718599288538e-06
1.769864460960344488e+01 -1.148549050906495447e-06
2.228127345334363341e+01 -1.535507980921882215e-05
2.805046135754907866e+01 -3.415576100769449048e-07
3.531343861556884889e+01 3.234285002270068104e-06
4.445698525097307652e+01 -1.027289904151804932e-06
5.596802846420851552e+01 7.184387751059230811e-06
7.045957328161131272e+01 8.510646153796010554e-07
8.870334730839388726e+01 5.993009024713272642e-06
1.116708980377407130e+02 3.363124228951200470e-06
1.405853312975872882e+02 3.060490896407007985e-06
1.769864460960343422e+02 4.686641738546311418e-06
2.228127345334363838e+02 -1.170095282845861991e-06
2.805046135754906231e+02 -1.822863019257800140e-08
3.531343861556885599e+02 6.175874107560866904e-07
4.445698525097302536e+02 1.177417482033227874e-06
5.596802846420847573e+02 -1.139528564324221891e-06
7.045957328161139230e+02 1.086975361083109830e-06
8.870334730839383610e+02 -6.795248547807345848e-07
