# theta, gammat_err
2.805046135754908576e+00 5.581640361724723840e-05
3.531343861556885511e+00 3.936677173602933839e-05
4.445698525097306231e+00 3.326943445936428014e-05
5.596802846420849242e+00 2.512418761832060761e-05
7.045957328161134292e+00 2.272125673848449440e-05
8.870334730839386950e+00 1.710803869258880870e-05
1.116708980377407912e+01 1.404898460268808078e-05
1.405853312975872704e+01 1.292739002210637941e-05
1.769864460960344488e+01 1.059046041268594130e-05
2.228127345334363341e+01 8.975635095859394569e-06
2.805046135754907866e+01 8.352880631755193230e-06
3.531343861556884889e+01 6.814642190694328885e-06
4.445698525097307652e+01 6.842914230746697984e-06
5.596802846420851552e+01 6.754851668643319745e-06
7.045957328161131272e+01 5.593621007603892752e-06
8.870334730839388726e+01 5.293142294116503967e-06
1.116708980377407130e+02 4.725596140883566422e-06
1.405853312975872882e+02 4.571658485462056327e-06
1.769864460960343422e+02 4.088617812987701340e-06
2.228127345334363838e+02 4.038829850640834476e-06
2.805046135754906231e+02 3.559568771924212140e-06
3.531343861556885599e+02 3.356510607941504658e-06
4.445698525097302536e+02 2.921892172642031398e-06
5.596802846420847573e+02 2.323051478886861496e-06
7.045957328161139230e+02 1.831740732783934629e-06
8.870334730839383610e+02 1.660659622702660947e-06
