# theta, gammat_err
2.805046135754908576e+00 5.964584457723038632e-05
3.531343861556885511e+00 4.487083052750856472e-05
4.445698525097306231e+00 3.640841224227438233e-05
5.596802846420849242e+00 2.957313430103044707e-05
7.045957328161134292e+00 2.350106441789824219e-05
8.870334730839386950e+00 1.913503595259693688e-05
1.116708980377407912e+01 1.605433479818059588e-05
1.405853312975872704e+01 1.264532731436406541e-05
1.769864460960344488e+01 1.138207290680713475e-05
2.228127345334363341e+01 9.511582977104290185e-06
2.805046135754907866e+01 8.165581094842499241e-06
3.531343861556884889e+01 6.980881684708644274e-06
4.445698525097307652e+01 6.354406054561950279e-06
5.596802846420851552e+01 5.923326116177729510e-06
7.045957328161131272e+01 5.730298318477758816e-06
8.870334730839388726e+01 5.270742513113978180e-06
1.116708980377407130e+02 4.662199782549581520e-06
1.405853312975872882e+02 4.228054174008576432e-06
1.769864460960343422e+02 3.867091283734098504e-06
2.228127345334363838e+02 4.051939626777071915e-06
2.805046135754906231e+02 4.003066746943709178e-06
3.531343861556885599e+02 3.255506675649045529e-06
4.445698525097302536e+02 2.689386506822452899e-06
5.596802846420847573e+02 2.364490696098071701e-06
7.045957328161139230e+02 1.986824993088268145e-06
8.870334730839383610e+02 2.054610868294533921e-06
