# theta, gammat_err
2.805046135754908576e+00 6.017384349795237451e-05
3.531343861556885511e+00 4.513124063899979387e-05
4.445698525097306231e+00 3.734178413768004720e-05
5.596802846420849242e+00 2.763585959400644733e-05
7.045957328161134292e+00 2.640969318395639263e-05
8.870334730839386950e+00 2.100034014140595933e-05
1.116708980377407912e+01 1.588321135767208701e-05
1.405853312975872704e+01 1.462037091339427485e-05
1.769864460960344488e+01 1.186213776757620072e-05
2.228127345334363341e+01 9.898093397892066957e-06
2.805046135754907866e+01 8.205782977703052422e-06
3.531343861556884889e+01 6.960047195656878769e-06
4.445698525097307652e+01 6.688669024823362914e-06
5.596802846420851552e+01 5.829080354098877871e-06
7.045957328161131272e+01 5.422276273913798161e-06
8.870334730839388726e+01 4.972780503121994088e-06
1.116708980377407130e+02 4.769118812727208123e-06
1.405853312975872882e+02 4.214148346459508447e-06
1.769864460960343422e+02 4.079335126078212270e-06
2.228127345334363838e+02 3.688585578684700483e-06
2.805046135754906231e+02 3.659807313802604210e-06
3.531343861556885599e+02 3.189894000241982480e-06
4.445698525097302536e+02 2.831990420008745752e-06
5.596802846420847573e+02 2.394951408210325759e-06
7.045957328161139230e+02 2.135986490032403117e-06
8.870334730839383610e+02 1.735169391645477388e-06
