# theta, gammat_err
2.805046135754908576e+00 7.469771315383112091e-05
3.531343861556885511e+00 6.428702971105165580e-05
4.445698525097306231e+00 4.820676922768195056e-05
5.596802846420849242e+00 3.465393295195447583e-05
7.045957328161134292e+00 3.155061615918673668e-05
8.870334730839386950e+00 2.500543082262847273e-05
1.116708980377407912e+01 2.003456685514541877e-05
1.405853312975872704e+01 1.741864900929346619e-05
1.769864460960344488e+01 1.521707341707175215e-05
2.228127345334363341e+01 1.231512021474467992e-05
2.805046135754907866e+01 1.167831796832542881e-05
3.531343861556884889e+01 9.538755842626378068e-06
4.445698525097307652e+01 9.151481852315979912e-06
5.596802846420851552e+01 7.784659127460391044e-06
7.045957328161131272e+01 7.318845103912537338e-06
8.870334730839388726e+01 6.912133140488119469e-06
1.116708980377407130e+02 6.312278443030492707e-06
1.405853312975872882e+02 6.555209508550939572e-06
1.769864460960343422e+02 6.467688100101569796e-06
2.228127345334363838e+02 7.030609638215794023e-06
2.805046135754906231e+02 6.935902179182209829e-06
3.531343861556885599e+02 6.407032827994617841e-06
4.445698525097302536e+02 5.063991575275479427e-06
5.596802846420847573e+02 4.353904898965861211e-06
7.045957328161139230e+02 3.450025759890633920e-06
8.870334730839383610e+02 3.423177350178646343e-06
