# theta, gammat_err
2.805046135754908576e+00 6.336042512929026789e-05
3.531343861556885511e+00 5.032085583470825011e-05
4.445698525097306231e+00 4.096559506486111349e-05
5.596802846420849242e+00 3.227312660149855221e-05
7.045957328161134292e+00 2.717983817297424902e-05
8.870334730839386950e+00 2.196920757427702067e-05
1.116708980377407912e+01 1.908724971985675733e-05
1.405853312975872704e+01 1.578366594136922948e-05
1.769864460960344488e+01 1.539250077875044205e-05
2.228127345334363341e+01 1.184703553820693797e-05
2.805046135754907866e+01 1.023021947364719132e-05
3.531343861556884889e+01 9.981415971098352670e-06
4.445698525097307652e+01 9.930024893937134585e-06
5.596802846420851552e+01 9.437249660650461351e-06
7.045957328161131272e+01 8.398110677822970209e-06
8.870334730839388726e+01 8.079273577924969357e-06
1.116708980377407130e+02 7.284721887768853700e-06
1.405853312975872882e+02 6.739602086478673534e-06
1.769864460960343422e+02 6.673692483191362630e-06
2.228127345334363838e+02 6.525007998156807607e-06
2.805046135754906231e+02 5.976552194160656418e-06
3.531343861556885599e+02 5.742082062694146027e-06
4.445698525097302536e+02 4.681679901338867643e-06
5.596802846420847573e+02 3.394831890955444210e-06
7.045957328161139230e+02 3.154664789896403230e-06
8.870334730839383610e+02 2.747254050973033665e-06
