# theta, gammat_err
2.805046135754908576e+00 8.145108607716362934e-05
3.531343861556885511e+00 7.061782084840277716e-05
4.445698525097306231e+00 5.334681399904904681e-05
5.596802846420849242e+00 4.596246578067418056e-05
7.045957328161134292e+00 3.838706234102500539e-05
8.870334730839386950e+00 3.144517426415260896e-05
1.116708980377407912e+01 2.589641169019402114e-05
1.405853312975872704e+01 2.166019302130539322e-05
1.769864460960344488e+01 1.857615229109117543e-05
2.228127345334363341e+01 1.609783085111900946e-05
2.805046135754907866e+01 1.444603554269193170e-05
3.531343861556884889e+01 1.300521369603661145e-05
4.445698525097307652e+01 1.129940783584803786e-05
5.596802846420851552e+01 1.026527232174980338e-05
7.045957328161131272e+01 1.041107879883758991e-05
8.870334730839388726e+01 1.025982215759789284e-05
1.116708980377407130e+02 9.817234680782783188e-06
1.405853312975872882e+02 1.001013029239027749e-05
1.769864460960343422e+02 8.947098545954307528e-06
2.228127345334363838e+02 8.600476561140887058e-06
2.805046135754906231e+02 9.036934862119443793e-06
3.531343861556885599e+02 8.274640664926404657e-06
4.445698525097302536e+02 7.809805671417904130e-06
5.596802846420847573e+02 6.454878655611228284e-06
7.045957328161139230e+02 5.192162530348827066e-06
8.870334730839383610e+02 4.978540105159990932e-06
