# theta, gammat_err
2.805046135754908576e+00 5.212274022443017933e-05
3.531343861556885511e+00 4.142261130872144123e-05
4.445698525097306231e+00 3.383617665072018079e-05
5.596802846420849242e+00 2.983302046854759980e-05
7.045957328161134292e+00 2.387369468376439736e-05
8.870334730839386950e+00 1.780648688465047129e-05
1.116708980377407912e+01 1.526258942823174183e-05
1.405853312975872704e+01 1.282211231023501056e-05
1.769864460960344488e+01 1.008390593419796924e-05
2.228127345334363341e+01 9.137375240567995662e-06
2.805046135754907866e+01 7.618672615910348532e-06
3.531343861556884889e+01 6.858695995565778254e-06
4.445698525097307652e+01 6.240256408064531677e-06
5.596802846420851552e+01 5.522271523328652789e-06
7.045957328161131272e+01 5.423983430393525898e-06
8.870334730839388726e+01 4.799049445504273258e-06
1.116708980377407130e+02 4.604305319667354846e-06
1.405853312975872882e+02 4.047749421133368549e-06
1.769864460960343422e+02 3.736671779494233093e-06
2.228127345334363838e+02 3.347345788281790697e-06
2.805046135754906231e+02 3.361199762308121667e-06
3.531343861556885599e+02 2.818480620581150783e-06
4.445698525097302536e+02 2.251405526465934704e-06
5.596802846420847573e+02 2.018673653170426284e-06
7.045957328161139230e+02 1.651338189364472041e-06
8.870334730839383610e+02 1.510073525444887271e-06
