# theta, gammat_err
2.805046135754908576e+00 5.903533369815047163e-05
3.531343861556885511e+00 4.825389320409343883e-05
4.445698525097306231e+00 3.666540143410390340e-05
5.596802846420849242e+00 2.947914330636464909e-05
7.045957328161134292e+00 2.331604723789931370e-05
8.870334730839386950e+00 1.993395564721002754e-05
1.116708980377407912e+01 1.732818157369564140e-05
1.405853312975872704e+01 1.355228086830385304e-05
1.769864460960344488e+01 1.007702941208829451e-05
2.228127345334363341e+01 9.501522712233798683e-06
2.805046135754907866e+01 7.317207078113615555e-06
3.531343861556884889e+01 7.158760720802908241e-06
4.445698525097307652e+01 6.539398752510871132e-06
5.596802846420851552e+01 5.925711289639866951e-06
7.045957328161131272e+01 5.209015826196255879e-06
8.870334730839388726e+01 5.182062127324114883e-06
1.116708980377407130e+02 4.530165311248628208e-06
1.405853312975872882e+02 4.497821909721269003e-06
1.769864460960343422e+02 4.408921604788426166e-06
2.228127345334363838e+02 4.369477134782338802e-06
2.805046135754906231e+02 3.707498706327198494e-06
3.531343861556885599e+02 3.244870897060811714e-06
4.445698525097302536e+02 2.497952769211718145e-06
5.596802846420847573e+02 2.127979549606053377e-06
7.045957328161139230e+02 2.003201039408756291e-06
8.870334730839383610e+02 1.761776658968037577e-06
