# theta, gammat_err
2.805046135754908576e+00 3.249073250002783879e-06
3.531343861556885511e+00 2.452221857590086757e-06
4.445698525097306231e+00 2.107858467721453087e-06
5.596802846420849242e+00 1.807458064762688349e-06
7.045957328161134292e+00 1.389989004211837601e-06
8.870334730839386950e+00 1.235994012009246199e-06
1.116708980377407912e+01 9.394928693316013636e-07
1.405853312975872704e+01 7.660671207452442686e-07
1.769864460960344488e+01 6.883539248148458936e-07
2.228127345334363341e+01 5.022012439970739213e-07
2.805046135754907866e+01 4.635539142475259520e-07
3.531343861556884889e+01 4.058696604081735354e-07
4.445698525097307652e+01 3.589401080362352007e-07
5.596802846420851552e+01 3.587063008797901853e-07
7.045957328161131272e+01 3.078247354397778487e-07
8.870334730839388726e+01 2.947199666214518909e-07
1.116708980377407130e+02 2.986504363716084790e-07
1.405853312975872882e+02 2.775020763955834480e-07
1.769864460960343422e+02 2.985871208456040133e-07
2.228127345334363838e+02 3.152321076208161403e-07
2.805046135754906231e+02 2.922203300485173439e-07
3.531343861556885599e+02 2.524853480664217487e-07
4.445698525097302536e+02 2.446738646054268252e-07
5.596802846420847573e+02 2.238098036869513605e-07
7.045957328161139230e+02 2.532235863633065381e-07
8.870334730839383610e+02 2.241802758544925858e-07
