# theta, gammat_err
2.805046135754908576e+00 3.093713647436460171e-06
3.531343861556885511e+00 2.792098319977271315e-06
4.445698525097306231e+00 1.946117109303959474e-06
5.596802846420849242e+00 1.592839293619142271e-06
7.045957328161134292e+00 1.331152582694579088e-06
8.870334730839386950e+00 1.092547062717796851e-06
1.116708980377407912e+01 8.529391773296005761e-07
1.405853312975872704e+01 7.510915096567446719e-07
1.769864460960344488e+01 6.131882324812204799e-07
2.228127345334363341e+01 4.806963667018070931e-07
2.805046135754907866e+01 4.157988007677163509e-07
3.531343861556884889e+01 3.593559104286304314e-07
4.445698525097307652e+01 3.336518857458626788e-07
5.596802846420851552e+01 2.973627138617545438e-07
7.045957328161131272e+01 2.943483913865603454e-07
8.870334730839388726e+01 2.675784355077058893e-07
1.116708980377407130e+02 2.250585671468662434e-07
1.405853312975872882e+02 2.325213482326620966e-07
1.769864460960343422e+02 2.110746325522432909e-07
2.228127345334363838e+02 2.094301697968002879e-07
2.805046135754906231e+02 2.160421169500098864e-07
3.531343861556885599e+02 1.884244432555686198e-07
4.445698525097302536e+02 1.672255170330357536e-07
5.596802846420847573e+02 1.659220455929497441e-07
7.045957328161139230e+02 1.568318692879684238e-07
8.870334730839383610e+02 1.836776440850931592e-07
