# theta, gammat_err
2.805046135754908576e+00 2.886682059475797110e-06
3.531343861556885511e+00 2.280024597726781748e-06
4.445698525097306231e+00 1.772707836245437572e-06
5.596802846420849242e+00 1.620474749053648075e-06
7.045957328161134292e+00 1.300291526666562660e-06
8.870334730839386950e+00 1.076886813657099927e-06
1.116708980377407912e+01 8.337452651889983961e-07
1.405853312975872704e+01 6.430557747337489728e-07
1.769864460960344488e+01 5.761152364711183256e-07
2.228127345334363341e+01 4.779177652480489131e-07
2.805046135754907866e+01 4.116931751614999394e-07
3.531343861556884889e+01 3.748429532547569695e-07
4.445698525097307652e+01 3.477398318862775038e-07
5.596802846420851552e+01 3.132551804512205120e-07
7.045957328161131272e+01 2.910324243839552021e-07
8.870334730839388726e+01 2.580715766122424885e-07
1.116708980377407130e+02 2.477820364918710661e-07
1.405853312975872882e+02 2.387208440553776912e-07
1.769864460960343422e+02 2.433895698407188287e-07
2.228127345334363838e+02 2.276564643649992549e-07
2.805046135754906231e+02 2.210075509244924939e-07
3.531343861556885599e+02 2.148869838269146458e-07
4.445698525097302536e+02 1.975991767945918649e-07
5.596802846420847573e+02 1.748243505917812131e-07
7.045957328161139230e+02 1.618873154625748868e-07
8.870334730839383610e+02 1.790364242122641723e-07
