# theta, gammat_err
2.805046135754908576e+00 3.212745703762076015e-06
3.531343861556885511e+00 2.786860559337825669e-06
4.445698525097306231e+00 2.133490512125069371e-06
5.596802846420849242e+00 1.641787434520630967e-06
7.045957328161134292e+00 1.382905147052194658e-06
8.870334730839386950e+00 1.113119531938273427e-06
1.116708980377407912e+01 9.697869702024334339e-07
1.405853312975872704e+01 7.109715687532357380e-07
1.769864460960344488e+01 6.760336504330734981e-07
2.228127345334363341e+01 4.684473913611730502e-07
2.805046135754907866e+01 4.833914581880759741e-07
3.531343861556884889e+01 4.706242447434567570e-07
4.445698525097307652e+01 4.118527348044320505e-07
5.596802846420851552e+01 3.593947396749214931e-07
7.045957328161131272e+01 3.553433964717676937e-07
8.870334730839388726e+01 3.405664777967371535e-07
1.116708980377407130e+02 2.906063804615046610e-07
1.405853312975872882e+02 2.979450531617551216e-07
1.769864460960343422e+02 2.842583391800997341e-07
2.228127345334363838e+02 2.635416117130447858e-07
2.805046135754906231e+02 2.786506983539955707e-07
3.531343861556885599e+02 2.664211031789870121e-07
4.445698525097302536e+02 2.298310146906862952e-07
5.596802846420847573e+02 2.349260504603468077e-07
7.045957328161139230e+02 2.387286430300426392e-07
8.870334730839383610e+02 2.425320751731287152e-07
