# theta, gammat_err
2.805046135754908576e+00 2.886682059475792028e-06
3.531343861556885511e+00 2.280024597726775819e-06
4.445698525097306231e+00 1.772707836245439266e-06
5.596802846420849242e+00 1.620474749053647864e-06
7.045957328161134292e+00 1.300291526666565837e-06
8.870334730839386950e+00 1.076886813657099292e-06
1.116708980377407912e+01 8.337452651889970196e-07
1.405853312975872704e+01 6.430557747337478081e-07
1.769864460960344488e+01 5.761152364711197021e-07
2.228127345334363341e+01 4.779177652480503954e-07
2.805046135754907866e+01 4.116931751615012629e-07
3.531343861556884889e+01 3.748429532547580812e-07
4.445698525097307652e+01 3.477398318862772920e-07
5.596802846420851552e+01 3.132551804512182356e-07
7.045957328161131272e+01 2.910324243839540904e-07
8.870334730839388726e+01 2.580715766122434944e-07
1.116708980377407130e+02 2.477820364918706426e-07
1.405853312975872882e+02 2.387208440553781147e-07
1.769864460960343422e+02 2.433895698407181934e-07
2.228127345334363838e+02 2.276564643649976667e-07
2.805046135754906231e+02 2.210075509244928645e-07
3.531343861556885599e+02 2.148869838269151223e-07
4.445698525097302536e+02 1.975991767945925002e-07
5.596802846420847573e+02 1.748243505917879893e-07
7.045957328161139230e+02 1.618873154625783544e-07
8.870334730839383610e+02 1.790364242122717691e-07
