# theta, gamma_t
2.805046135754908576e+00 -1.728120115280024007e-05
3.531343861556885511e+00 -7.597875159888642508e-06
4.445698525097306231e+00 -2.350483426744610487e-05
5.596802846420849242e+00 -1.086344608439914641e-05
7.045957328161134292e+00 -8.347868298345669202e-06
8.870334730839386950e+00 1.180088410572419602e-06
1.116708980377407912e+01 -8.175845559626130482e-06
1.405853312975872704e+01 -7.313129554253786076e-06
1.769864460960344488e+01 -6.558695546047632186e-06
2.228127345334363341e+01 -3.889998414829773370e-06
2.805046135754907866e+01 1.955382792591954898e-07
3.531343861556884889e+01 -3.695521477710510193e-06
4.445698525097307652e+01 -3.636554089277940996e-06
5.596802846420851552e+01 -2.013137404742649258e-06
7.045957328161131272e+01 -1.874548834366920398e-06
8.870334730839388726e+01 -4.741504538559179379e-06
1.116708980377407130e+02 -1.096611732009749780e-05
1.405853312975872882e+02 -1.271270045657516779e-05
1.769864460960343422e+02 -1.952909690151074013e-05
2.228127345334363838e+02 -2.015581663129828867e-05
2.805046135754906231e+02 -1.987575415520511767e-05
3.531343861556885599e+02 -1.781699587167003419e-05
4.445698525097302536e+02 -9.101847647946823149e-06
5.596802846420847573e+02 2.697375743927675560e-06
7.045957328161139230e+02 -8.601680219767852818e-06
8.870334730839383610e+02 -1.676185466853761337e-05
