# theta, gamma_t
2.805046135754908576e+00 -1.745011215249172808e-05
3.531343861556885511e+00 -5.243867984744207175e-06
4.445698525097306231e+00 -8.761700378670972704e-06
5.596802846420849242e+00 -3.374473638884055833e-06
7.045957328161134292e+00 -5.831250549603679164e-06
8.870334730839386950e+00 -6.011298796571188007e-06
1.116708980377407912e+01 -3.097323991506519636e-06
1.405853312975872704e+01 -8.575880988297755359e-06
1.769864460960344488e+01 -6.610856848749704467e-06
2.228127345334363341e+01 -2.993236627196811468e-06
2.805046135754907866e+01 -4.892925088955229273e-06
3.531343861556884889e+01 -4.142709526581202024e-06
4.445698525097307652e+01 -7.306119100707000887e-07
5.596802846420851552e+01 -1.355631805289487121e-06
7.045957328161131272e+01 -2.885750478329506937e-06
8.870334730839388726e+01 -1.558671296874580639e-06
1.116708980377407130e+02 -4.435347129605460722e-06
1.405853312975872882e+02 -7.351456127914738440e-06
1.769864460960343422e+02 -1.090720304062763655e-05
2.228127345334363838e+02 -1.178596948442696575e-05
2.805046135754906231e+02 -9.359152088885362833e-06
3.531343861556885599e+02 -4.360475915887479609e-06
4.445698525097302536e+02 3.390941969505918907e-06
5.596802846420847573e+02 8.920377993070592858e-06
7.045957328161139230e+02 -1.539946700462557138e-06
8.870334730839383610e+02 -9.709391108012749633e-06
