# theta, gamma_t
2.805046135754908576e+00 7.976171413214349658e-06
3.531343861556885511e+00 -8.838392643054360503e-06
4.445698525097306231e+00 -4.147335702008568796e-06
5.596802846420849242e+00 -7.579182294690876216e-06
7.045957328161134292e+00 -8.791629839465046667e-06
8.870334730839386950e+00 -4.325566512558571854e-06
1.116708980377407912e+01 -4.095241495604482997e-06
1.405853312975872704e+01 -6.497314951711944061e-06
1.769864460960344488e+01 -8.740476403360782309e-06
2.228127345334363341e+01 -1.581663869300936773e-06
2.805046135754907866e+01 -5.249499369488123095e-06
3.531343861556884889e+01 -3.184509730927079783e-06
4.445698525097307652e+01 -1.501945984426511704e-06
5.596802846420851552e+01 -9.422655569324448437e-07
7.045957328161131272e+01 -2.790306258902323269e-06
8.870334730839388726e+01 -1.694099174138296529e-06
1.116708980377407130e+02 -4.590383273945527542e-06
1.405853312975872882e+02 -7.203630643460166142e-06
1.769864460960343422e+02 -1.055489009346562916e-05
2.228127345334363838e+02 -1.166213433300544773e-05
2.805046135754906231e+02 -9.186818980880365914e-06
3.531343861556885599e+02 -4.373497647232619144e-06
4.445698525097302536e+02 3.473671050287588120e-06
5.596802846420847573e+02 8.931798683107212522e-06
7.045957328161139230e+02 -1.447978303374431243e-06
8.870334730839383610e+02 -9.770209207493918581e-06
