# theta, gammat_shot_noise
2.805046135754908576e+00 1.618818816944423268e-09
3.531343861556885511e+00 1.099648786310823695e-09
4.445698525097306231e+00 7.549281327264562044e-10
5.596802846420849242e+00 4.398526305942361263e-10
7.045957328161134292e+00 3.388709779950823314e-10
8.870334730839386950e+00 2.107291774155796648e-10
1.116708980377407912e+01 1.658780530532831563e-10
1.405853312975872704e+01 1.244418417080407632e-10
1.769864460960344488e+01 1.191044099632592809e-10
2.228127345334363341e+01 8.871981157954878603e-11
2.805046135754907866e+01 7.563730886501171161e-11
3.531343861556884889e+01 8.066383467615672837e-11
4.445698525097307652e+01 1.077495722020089581e-10
5.596802846420851552e+01 1.381393057890445944e-10
7.045957328161131272e+01 1.633579502569422906e-10
8.870334730839388726e+01 2.167663783679752839e-10
1.116708980377407130e+02 3.218995762095208768e-10
1.405853312975872882e+02 5.088885103072652011e-10
1.769864460960343422e+02 7.208567650256907752e-10
2.228127345334363838e+02 1.064608596781705840e-09
2.805046135754906231e+02 1.328482898153631172e-09
3.531343861556885599e+02 1.315632208635761680e-09
4.445698525097302536e+02 1.159717299030350938e-09
5.596802846420847573e+02 8.687706263420890483e-10
7.045957328161139230e+02 7.706165725379694054e-10
8.870334730839383610e+02 7.080368689752749904e-10
