# theta, gammat_shot_noise
2.805046135754908576e+00 1.800286879846718627e-09
3.531343861556885511e+00 1.445126840201496791e-09
4.445698525097306231e+00 9.512675664753884710e-10
5.596802846420849242e+00 5.615985587910208379e-10
7.045957328161134292e+00 3.716204300539417479e-10
8.870334730839386950e+00 3.145378416001339789e-10
1.116708980377407912e+01 2.063097717258412034e-10
1.405853312975872704e+01 1.395302405075908960e-10
1.769864460960344488e+01 1.210686597983672589e-10
2.228127345334363341e+01 1.062623646345045644e-10
2.805046135754907866e+01 6.700819812257418552e-11
3.531343861556884889e+01 8.607369749933142969e-11
4.445698525097307652e+01 9.333465388701132949e-11
5.596802846420851552e+01 1.202941719587916811e-10
7.045957328161131272e+01 1.340063219354206856e-10
8.870334730839388726e+01 1.858054559345043722e-10
1.116708980377407130e+02 2.816462461695050974e-10
1.405853312975872882e+02 4.102425418817622383e-10
1.769864460960343422e+02 5.971185404384625020e-10
2.228127345334363838e+02 9.006270878227591782e-10
2.805046135754906231e+02 1.221658462935521784e-09
3.531343861556885599e+02 1.242290880069040888e-09
4.445698525097302536e+02 1.051347619443639189e-09
5.596802846420847573e+02 7.616935318045430943e-10
7.045957328161139230e+02 6.609307744130681550e-10
8.870334730839383610e+02 6.644420045635890949e-10
