# theta, gammat_shot_noise
2.805046135754908576e+00 2.151896950301552666e-09
3.531343861556885511e+00 1.443493461264312120e-09
4.445698525097306231e+00 8.532141420689642381e-10
5.596802846420849242e+00 5.392434027306045131e-10
7.045957328161134292e+00 3.541853955313136733e-10
8.870334730839386950e+00 1.961964669720178897e-10
1.116708980377407912e+01 1.631486302516078673e-10
1.405853312975872704e+01 1.096858517143382495e-10
1.769864460960344488e+01 7.407748341385401415e-11
2.228127345334363341e+01 8.222845745981125036e-11
2.805046135754907866e+01 6.886947585575539014e-11
3.531343861556884889e+01 7.259026708547209177e-11
4.445698525097307652e+01 8.205449041775369782e-11
5.596802846420851552e+01 1.006634321104528150e-10
7.045957328161131272e+01 1.265731907867428044e-10
8.870334730839388726e+01 1.775723043467277198e-10
1.116708980377407130e+02 2.637204977854621890e-10
1.405853312975872882e+02 3.951014647701858291e-10
1.769864460960343422e+02 5.845888149351023449e-10
2.228127345334363838e+02 9.060129202972448068e-10
2.805046135754906231e+02 1.177040482322291133e-09
3.531343861556885599e+02 1.194820598313616339e-09
4.445698525097302536e+02 1.027156853211142049e-09
5.596802846420847573e+02 7.631491269821758244e-10
7.045957328161139230e+02 6.394749686187618992e-10
8.870334730839383610e+02 6.846200531559264487e-10
