# theta, gammat_shot_noise
2.805046135754908576e+00 1.308137194970091226e-09
3.531343861556885511e+00 9.681123514935513213e-10
4.445698525097306231e+00 7.752660698563544206e-10
5.596802846420849242e+00 5.568948085462457382e-10
7.045957328161134292e+00 3.490493560663546345e-10
8.870334730839386950e+00 2.511117437243549835e-10
1.116708980377407912e+01 1.690627844892268874e-10
1.405853312975872704e+01 1.193079400178464470e-10
1.769864460960344488e+01 1.009955244319136506e-10
2.228127345334363341e+01 7.792353444032263692e-11
2.805046135754907866e+01 6.289335313508309718e-11
3.531343861556884889e+01 5.661776514952032391e-11
4.445698525097307652e+01 5.079325521254912966e-11
5.596802846420851552e+01 5.704064090574391884e-11
7.045957328161131272e+01 6.428981718677726224e-11
8.870334730839388726e+01 8.796612721820519324e-11
1.116708980377407130e+02 1.193366476413684546e-10
1.405853312975872882e+02 1.456765335775192960e-10
1.769864460960343422e+02 1.864580708250368502e-10
2.228127345334363838e+02 2.627317987877522193e-10
2.805046135754906231e+02 3.227310842444725180e-10
3.531343861556885599e+02 3.645338132283068422e-10
4.445698525097302536e+02 3.335642249896222298e-10
5.596802846420847573e+02 2.660001138318198224e-10
7.045957328161139230e+02 2.236681457818873528e-10
8.870334730839383610e+02 2.421548951750182607e-10
