# theta, gammat_shot_noise
2.805046135754908576e+00 1.715432565250534903e-09
3.531343861556885511e+00 1.165550511873979301e-09
4.445698525097306231e+00 8.437100628812468148e-10
5.596802846420849242e+00 5.871378996879319005e-10
7.045957328161134292e+00 4.437946187118424673e-10
8.870334730839386950e+00 2.513553644548717218e-10
1.116708980377407912e+01 1.621573599620752553e-10
1.405853312975872704e+01 1.202728417239160768e-10
1.769864460960344488e+01 1.000903889977050635e-10
2.228127345334363341e+01 9.530089048367572323e-11
2.805046135754907866e+01 6.286676612628068087e-11
3.531343861556884889e+01 6.159638274061909986e-11
4.445698525097307652e+01 9.337860818183036661e-11
5.596802846420851552e+01 1.220999432313330489e-10
7.045957328161131272e+01 1.682159820257651339e-10
8.870334730839388726e+01 2.313409797805208040e-10
1.116708980377407130e+02 3.421850679718266995e-10
1.405853312975872882e+02 4.988225175964338906e-10
1.769864460960343422e+02 6.946229403933802082e-10
2.228127345334363838e+02 1.054695935307790467e-09
2.805046135754906231e+02 1.353883541578514691e-09
3.531343861556885599e+02 1.357112627494653777e-09
4.445698525097302536e+02 1.152017286913432664e-09
5.596802846420847573e+02 8.651781506062104108e-10
7.045957328161139230e+02 7.623541706971376093e-10
8.870334730839383610e+02 7.172866773183000044e-10
