# theta, gammat_shot_noise
2.805046135754908576e+00 2.442152251503190848e-09
3.531343861556885511e+00 1.640990479158482491e-09
4.445698525097306231e+00 9.598218763083003708e-10
5.596802846420849242e+00 6.159826640435941906e-10
7.045957328161134292e+00 3.955359451900794779e-10
8.870334730839386950e+00 3.040674869147754458e-10
1.116708980377407912e+01 2.233370619128623368e-10
1.405853312975872704e+01 1.460168076634338792e-10
1.769864460960344488e+01 8.654461893665363291e-11
2.228127345334363341e+01 7.720442722499887035e-11
2.805046135754907866e+01 6.156961122064086613e-11
3.531343861556884889e+01 6.038496286939216666e-11
4.445698525097307652e+01 7.052382234213871823e-11
5.596802846420851552e+01 7.568456494727639555e-11
7.045957328161131272e+01 8.671053194141758312e-11
8.870334730839388726e+01 1.262982628046210298e-10
1.116708980377407130e+02 1.926650395604794927e-10
1.405853312975872882e+02 2.975477835176498235e-10
1.769864460960343422e+02 4.318783973584588068e-10
2.228127345334363838e+02 5.985737317917576845e-10
2.805046135754906231e+02 6.810341608081469768e-10
3.531343861556885599e+02 6.597022932154441595e-10
4.445698525097302536e+02 5.417216378902667822e-10
5.596802846420847573e+02 4.438441385451651053e-10
7.045957328161139230e+02 4.331235820740798263e-10
8.870334730839383610e+02 3.944407764108239226e-10
