# theta, gammat_shot_noise
2.805046135754908576e+00 1.821985781725241764e-09
3.531343861556885511e+00 1.272989636503588836e-09
4.445698525097306231e+00 8.403222026281696595e-10
5.596802846420849242e+00 6.030994497702624200e-10
7.045957328161134292e+00 3.927258515782624885e-10
8.870334730839386950e+00 2.499834312888526806e-10
1.116708980377407912e+01 1.572197630688308101e-10
1.405853312975872704e+01 1.446476656134760477e-10
1.769864460960344488e+01 1.092027587300458764e-10
2.228127345334363341e+01 1.054437226428898156e-10
2.805046135754907866e+01 7.411042751681378473e-11
3.531343861556884889e+01 8.120413925132863759e-11
4.445698525097307652e+01 8.939694889806094893e-11
5.596802846420851552e+01 1.078780516115461550e-10
7.045957328161131272e+01 1.624234045504077053e-10
8.870334730839388726e+01 2.187747546602147767e-10
1.116708980377407130e+02 3.376219011951046080e-10
1.405853312975872882e+02 5.070000868442506397e-10
1.769864460960343422e+02 7.051289808992718117e-10
2.228127345334363838e+02 1.049174642403408422e-09
2.805046135754906231e+02 1.321686925782632041e-09
3.531343861556885599e+02 1.301201007262497219e-09
4.445698525097302536e+02 1.141772517817440459e-09
5.596802846420847573e+02 8.838011552832788207e-10
7.045957328161139230e+02 7.818695197124455925e-10
8.870334730839383610e+02 7.060182921529677494e-10
