# theta, gammat_shot_noise
2.805046135754908576e+00 2.644136037863784634e-09
3.531343861556885511e+00 1.524255334667680674e-09
4.445698525097306231e+00 9.800887462198539684e-10
5.596802846420849242e+00 6.731908415267637018e-10
7.045957328161134292e+00 4.176516687544834891e-10
8.870334730839386950e+00 3.041142102326877005e-10
1.116708980377407912e+01 2.143428563185667709e-10
1.405853312975872704e+01 1.355381667994207341e-10
1.769864460960344488e+01 1.026985196939560626e-10
2.228127345334363341e+01 7.827522067853807256e-11
2.805046135754907866e+01 7.669934849468781972e-11
3.531343861556884889e+01 5.429955917404932799e-11
4.445698525097307652e+01 6.510112993026868052e-11
5.596802846420851552e+01 6.827871132253889931e-11
7.045957328161131272e+01 8.343392329031267082e-11
8.870334730839388726e+01 1.259856148937185661e-10
1.116708980377407130e+02 1.929677693798975904e-10
1.405853312975872882e+02 2.935206489518724004e-10
1.769864460960343422e+02 4.120813504109367667e-10
2.228127345334363838e+02 5.811272371466131255e-10
2.805046135754906231e+02 6.471372545524991913e-10
3.531343861556885599e+02 6.321960531770520790e-10
4.445698525097302536e+02 5.217372983035402108e-10
5.596802846420847573e+02 4.474626854860939705e-10
7.045957328161139230e+02 4.329966691330654566e-10
8.870334730839383610e+02 3.918860881414038313e-10
