# theta, gamma_x
2.805046135754705627e+00 2.730426784887845775e-05
3.531343861556119457e+00 -4.777550436593471089e-06
4.445698525095699516e+00 8.424209752429623972e-06
5.596802846418014177e+00 -1.997062317088187463e-05
7.045957328156546851e+00 1.297589126056271256e-05
8.870334730832327708e+00 -9.127703246216632062e-06
1.116708980376357552e+01 -1.763177141488917555e-05
1.405853312974346814e+01 -9.892152779949286596e-06
1.769864460958168095e+01 -2.081542529812342951e-05
2.228127345331300901e+01 2.528116537234184857e-06
2.805046135750647807e+01 4.207114443372292905e-06
3.531343861551010122e+01 4.544584906898245151e-07
4.445698525089266440e+01 2.165018488861250145e-06
5.596802846409915588e+01 -2.772505353305014837e-06
7.045957328146349141e+01 -4.688348961809989351e-06
8.870334730819496372e+01 -3.401995552704942914e-06
1.116708980374742026e+02 1.272910954395573122e-06
1.405853312972313063e+02 2.022322380900504414e-06
1.769864460955607228e+02 3.917108269588318144e-06
2.228127345328078661e+02 3.926305177258013474e-06
2.805046135746590039e+02 2.962937355686167118e-06
3.531343861545901746e+02 4.223331117803561504e-06
4.445698525082834749e+02 -3.420980237475546463e-07
5.596802846401818670e+02 -5.445103816243394116e-08
7.045957328136156548e+02 -1.079049460063509701e-06
8.870334730806664538e+02 -2.567883550941811966e-06
