# theta, gamma_x
2.805046135754705627e+00 9.658576384411497116e-06
3.531343861556119457e+00 1.259965504375894778e-05
4.445698525095699516e+00 3.225707143037447305e-05
5.596802846418014177e+00 4.874078833610229379e-05
7.045957328156546851e+00 2.630828681443015974e-05
8.870334730832327708e+00 1.272538629093598855e-05
1.116708980376357552e+01 8.749686506390213069e-06
1.405853312974346814e+01 5.599920878967170259e-06
1.769864460958168095e+01 2.661380984886581864e-07
2.228127345331300901e+01 -1.337878781142280546e-05
2.805046135750647807e+01 2.235826671040152880e-06
3.531343861551010122e+01 7.801703079300948303e-07
4.445698525089266440e+01 -2.262448059279369770e-06
5.596802846409915588e+01 4.952877166033512873e-06
7.045957328146349141e+01 1.038063752366540879e-06
8.870334730819496372e+01 4.194526353273490440e-06
1.116708980374742026e+02 -6.262546936305174722e-07
1.405853312972313063e+02 2.866444712024516710e-06
1.769864460955607228e+02 4.252154595831230133e-06
2.228127345328078661e+02 1.010256311918128559e-06
2.805046135746590039e+02 2.305655066794238293e-06
3.531343861545901746e+02 1.484477180729257837e-06
4.445698525082834749e+02 7.584632009848485341e-07
5.596802846401818670e+02 -1.681884200758485193e-06
7.045957328136156548e+02 1.573144268459118209e-06
8.870334730806664538e+02 -8.030225159785850167e-07
