# theta, gamma_x
2.805046135754705627e+00 1.362271291849352325e-04
3.531343861556119457e+00 7.527608973700115739e-05
4.445698525095699516e+00 -4.314779954993864592e-05
5.596802846418014177e+00 1.965472115153178275e-05
7.045957328156546851e+00 4.261480305686535247e-06
8.870334730832327708e+00 7.083773538056825097e-06
1.116708980376357552e+01 2.538681344390128153e-05
1.405853312974346814e+01 -2.974281021114857376e-06
1.769864460958168095e+01 2.189831267458431812e-06
2.228127345331300901e+01 -7.737226275197620336e-06
2.805046135750647807e+01 -1.019941046121316332e-05
3.531343861551010122e+01 -9.678779161373556443e-06
4.445698525089266440e+01 3.465118234676027101e-06
5.596802846409915588e+01 1.735984269308277203e-07
7.045957328146349141e+01 -5.503160601392825726e-07
8.870334730819496372e+01 1.541637420879162168e-07
1.116708980374742026e+02 -8.584008989483899540e-07
1.405853312972313063e+02 -2.130725403734827468e-06
1.769864460955607228e+02 3.473443323694525714e-06
2.228127345328078661e+02 -2.250817714428142332e-06
2.805046135746590039e+02 -5.475266634346686136e-07
3.531343861545901746e+02 -2.077502113048714086e-06
4.445698525082834749e+02 1.883794906567053001e-06
5.596802846401818670e+02 -2.757181122442708087e-06
7.045957328136156548e+02 -8.223050155163400931e-07
8.870334730806664538e+02 1.828899452640338322e-07
