# theta, gamma_x
2.805046135754908576e+00 -1.827423599549821346e-05
3.531343861556885511e+00 -6.747919334800895838e-05
4.445698525097306231e+00 8.932614589561339868e-06
5.596802846420849242e+00 -4.219495031040826268e-05
7.045957328161134292e+00 1.472834525192099588e-05
8.870334730839386950e+00 4.325998565578864375e-06
1.116708980377407912e+01 -2.040481129229744807e-05
1.405853312975872704e+01 -3.078274240077326032e-05
1.769864460960344488e+01 -1.823883984277465491e-06
2.228127345334363341e+01 -2.945368346603008207e-06
2.805046135754907866e+01 1.736583899718536272e-05
3.531343861556884889e+01 9.151084606876789846e-06
4.445698525097307652e+01 5.871721392079036359e-06
5.596802846420851552e+01 -3.397255676632388240e-06
7.045957328161131272e+01 -4.329436209095529177e-06
8.870334730839388726e+01 -1.995827687415621040e-06
1.116708980377407130e+02 -2.200541359657340914e-06
1.405853312975872882e+02 -9.580723360845192825e-07
1.769864460960343422e+02 1.402439209232837227e-07
2.228127345334363838e+02 -1.992264152376322286e-06
2.805046135754906231e+02 -2.866290202402935496e-06
3.531343861556885599e+02 1.549930900732028788e-06
4.445698525097302536e+02 2.339080659234184718e-06
5.596802846420847573e+02 -3.758986890506918316e-07
7.045957328161139230e+02 -1.932469601827893259e-06
8.870334730839383610e+02 -1.651409704466838424e-06
