# theta, gamma_x
2.805046135754908576e+00 -2.142980614412637864e-07
3.531343861556885511e+00 -3.483754431144439254e-05
4.445698525097306231e+00 2.810587331606712640e-05
5.596802846420849242e+00 -8.668648810965401701e-06
7.045957328161134292e+00 -1.256891621734687769e-06
8.870334730839386950e+00 -1.704241276036132160e-05
1.116708980377407912e+01 3.408812252183270248e-05
1.405853312975872704e+01 1.510485783746572100e-05
1.769864460960344488e+01 3.416314365784601671e-06
2.228127345334363341e+01 2.123293134225418867e-05
2.805046135754907866e+01 -2.269609338563713595e-06
3.531343861556884889e+01 4.101278466025409760e-06
4.445698525097307652e+01 4.495110544143177880e-06
5.596802846420851552e+01 1.016920175297597633e-05
7.045957328161131272e+01 5.686574873301841587e-06
8.870334730839388726e+01 -1.630628114318692148e-06
1.116708980377407130e+02 -5.520607033478900276e-07
1.405853312975872882e+02 -3.132422327451996750e-06
1.769864460960343422e+02 -2.729316830203980912e-06
2.228127345334363838e+02 -7.477223211361577808e-06
2.805046135754906231e+02 -2.422039900537470525e-06
3.531343861556885599e+02 -2.423033759608803756e-07
4.445698525097302536e+02 2.803533637011137924e-06
5.596802846420847573e+02 -1.060915588218851803e-06
7.045957328161139230e+02 -2.130542848327793889e-07
8.870334730839383610e+02 1.365051303848813966e-06
