# theta, gamma_x
2.805046135754908576e+00 -1.240332384626931239e-04
3.531343861556885511e+00 -2.339451868911109826e-05
4.445698525097306231e+00 -1.984154142934394529e-06
5.596802846420849242e+00 -1.202663660380135424e-05
7.045957328161134292e+00 1.793957461535621809e-05
8.870334730839386950e+00 -3.476386304161831312e-06
1.116708980377407912e+01 -3.222053324793426049e-06
1.405853312975872704e+01 -1.234512868391291066e-05
1.769864460960344488e+01 2.489074106768940559e-05
2.228127345334363341e+01 -7.210896014448647104e-06
2.805046135754907866e+01 -1.993255726878503348e-05
3.531343861556884889e+01 1.866263010314650396e-06
4.445698525097307652e+01 -2.305331783724853070e-06
5.596802846420851552e+01 -3.352840723456283864e-06
7.045957328161131272e+01 2.360665944776032349e-07
8.870334730839388726e+01 -2.016808071814576401e-06
1.116708980377407130e+02 5.002580891165680070e-06
1.405853312975872882e+02 4.504586960023789088e-06
1.769864460960343422e+02 3.440936265837064326e-06
2.228127345334363838e+02 -6.036924318149236275e-06
2.805046135754906231e+02 -5.734376853868094733e-06
3.531343861556885599e+02 -1.251586080215370323e-06
4.445698525097302536e+02 -3.323855104874512642e-06
5.596802846420847573e+02 -8.899324904458362766e-07
7.045957328161139230e+02 8.002452088017252246e-07
8.870334730839383610e+02 -1.139143652492276260e-06
