# theta, gamma_x
2.805046135754908576e+00 1.489677027367704729e-06
3.531343861556885511e+00 -5.859283208110924925e-07
4.445698525097306231e+00 -2.443556600540810949e-06
5.596802846420849242e+00 1.176041142638335253e-06
7.045957328161134292e+00 -5.088221779309929526e-07
8.870334730839386950e+00 -6.301124732436857076e-07
1.116708980377407912e+01 -5.126371867027855387e-07
1.405853312975872704e+01 9.005873833957657445e-07
1.769864460960344488e+01 3.846876019126116329e-07
2.228127345334363341e+01 -5.476508388867404021e-07
2.805046135754907866e+01 2.457454711752833263e-07
3.531343861556884889e+01 1.838856074648681325e-08
4.445698525097307652e+01 5.657088800513442404e-08
5.596802846420851552e+01 4.384288073476403236e-07
7.045957328161131272e+01 2.629953021410270323e-07
8.870334730839388726e+01 -2.792430302425769325e-11
1.116708980377407130e+02 -1.780555099120901155e-07
1.405853312975872882e+02 -1.352932673040097945e-07
1.769864460960343422e+02 -2.001086040717243957e-07
2.228127345334363838e+02 1.054574334857729171e-07
2.805046135754906231e+02 -1.317127458536849197e-07
3.531343861556885599e+02 -1.962886848479866635e-07
4.445698525097302536e+02 1.705757576313005876e-08
5.596802846420847573e+02 -1.496266283475461358e-08
7.045957328161139230e+02 -5.569873782720919350e-08
8.870334730839383610e+02 -4.584023742358657054e-08
