# theta, gamma_x
2.805046135754908576e+00 3.728988888949691783e-06
3.531343861556885511e+00 -4.208805284616574286e-06
4.445698525097306231e+00 -9.070960708443316542e-07
5.596802846420849242e+00 1.837806197938552884e-06
7.045957328161134292e+00 -1.149941020438771464e-06
8.870334730839386950e+00 6.218541355280058138e-07
1.116708980377407912e+01 -1.187134324424881287e-06
1.405853312975872704e+01 -5.454828780752271623e-07
1.769864460960344488e+01 -6.091466473490582923e-07
2.228127345334363341e+01 -3.239516732965934764e-07
2.805046135754907866e+01 -8.299268618327259415e-07
3.531343861556884889e+01 1.796630498107992646e-07
4.445698525097307652e+01 -3.273635947502640407e-07
5.596802846420851552e+01 4.369462730347266947e-07
7.045957328161131272e+01 -2.499617443829283717e-07
8.870334730839388726e+01 -3.780907819739969858e-07
1.116708980377407130e+02 -3.097886935654685484e-07
1.405853312975872882e+02 -9.832252535026034992e-08
1.769864460960343422e+02 -1.353786289424311824e-07
2.228127345334363838e+02 -1.094098457528102647e-07
2.805046135754906231e+02 -1.288446814829913363e-07
3.531343861556885599e+02 -2.159103049584308261e-07
4.445698525097302536e+02 8.395681740453945471e-08
5.596802846420847573e+02 -8.155316306950161901e-08
7.045957328161139230e+02 -1.173076485072983298e-07
8.870334730839383610e+02 -9.907454064454379632e-08
