# theta, gammat_err
2.805046135754908576e+00 7.693311866173296323e-06
3.531343861556885511e+00 6.634821461077990785e-06
4.445698525097306231e+00 6.279697446013931617e-06
5.596802846420849242e+00 5.626330313723943794e-06
7.045957328161134292e+00 5.074450251135236782e-06
8.870334730839386950e+00 4.440599972859160550e-06
1.116708980377407912e+01 4.767929947920772266e-06
1.405853312975872704e+01 5.312260329198773572e-06
1.769864460960344488e+01 5.362820187842739540e-06
2.228127345334363341e+01 5.715018183855899600e-06
2.805046135754907866e+01 6.088761074248434850e-06
3.531343861556884889e+01 7.187452445062834152e-06
4.445698525097307652e+01 8.539610065584328993e-06
5.596802846420851552e+01 1.047016129735111108e-05
7.045957328161131272e+01 1.255517958258042036e-05
8.870334730839388726e+01 1.518564412124445137e-05
1.116708980377407130e+02 1.887481046091568702e-05
1.405853312975872882e+02 2.352876202254725827e-05
1.769864460960343422e+02 2.872821840742028254e-05
2.228127345334363838e+02 3.535939769170329738e-05
2.805046135754906231e+02 4.112774460582755884e-05
3.531343861556885599e+02 4.193029463377130584e-05
4.445698525097302536e+02 3.922309612662079668e-05
5.596802846420847573e+02 3.387018830714336263e-05
7.045957328161139230e+02 3.095625622695814821e-05
8.870334730839383610e+02 3.145036197973194052e-05
