# theta, gamma_t
2.805046135754908576e+00 3.132265804512491807e-08
3.531343861556885511e+00 8.165653250755852441e-08
4.445698525097306231e+00 2.091915635573470054e-08
5.596802846420849242e+00 6.558430252584997547e-08
7.045957328161134292e+00 4.275356270615894675e-08
8.870334730839386950e+00 -1.934534110529414457e-08
1.116708980377407912e+01 -2.895756191968217168e-08
1.405853312975872704e+01 -9.782175677388650624e-08
1.769864460960344488e+01 2.189982937375800884e-08
2.228127345334363341e+01 -4.900609574948804019e-08
2.805046135754907866e+01 4.527303941226193396e-08
3.531343861556884889e+01 2.701581058709248945e-08
4.445698525097307652e+01 4.636692754074058004e-08
5.596802846420851552e+01 4.303738925449238417e-08
7.045957328161131272e+01 1.624812876611571717e-07
8.870334730839388726e+01 4.652278716974644887e-08
1.116708980377407130e+02 -5.188535364650213985e-08
1.405853312975872882e+02 -9.898881142693433411e-08
1.769864460960343422e+02 -9.805378593072311121e-08
2.228127345334363838e+02 -1.736323602154424446e-07
2.805046135754906231e+02 -2.570888502894813897e-07
3.531343861556885599e+02 -3.143835710667469607e-07
4.445698525097302536e+02 -4.135981728339678188e-07
5.596802846420847573e+02 -4.685729929562695129e-07
7.045957328161139230e+02 -6.068297764611236476e-07
8.870334730839383610e+02 -7.782739862082467561e-07
