# theta, gamma_t
2.805046135754908576e+00 7.914984463158128341e-08
3.531343861556885511e+00 1.481383933466389649e-08
4.445698525097306231e+00 -8.992407430780974364e-08
5.596802846420849242e+00 2.491036897129488511e-08
7.045957328161134292e+00 -7.346235417277989815e-08
8.870334730839386950e+00 -2.499802457116579193e-08
1.116708980377407912e+01 -7.063246821339131343e-08
1.405853312975872704e+01 -4.349840372090840093e-08
1.769864460960344488e+01 -1.634245715079834609e-08
2.228127345334363341e+01 -2.832335684172613949e-08
2.805046135754907866e+01 6.717313741258300811e-08
3.531343861556884889e+01 2.247224596329559077e-08
4.445698525097307652e+01 6.160338449690355619e-08
5.596802846420851552e+01 4.395102150791184974e-08
7.045957328161131272e+01 1.553872203567851445e-07
8.870334730839388726e+01 4.480984079523676095e-08
1.116708980377407130e+02 -3.828756731586041517e-08
1.405853312975872882e+02 -9.556082104549008017e-08
1.769864460960343422e+02 -9.315950389961326403e-08
2.228127345334363838e+02 -1.677558166569579906e-07
2.805046135754906231e+02 -2.576814497571783461e-07
3.531343861556885599e+02 -3.146007572281929701e-07
4.445698525097302536e+02 -4.134633814131860932e-07
5.596802846420847573e+02 -4.691469878071016614e-07
7.045957328161139230e+02 -6.093341496286895917e-07
8.870334730839383610e+02 -7.778479090644540512e-07
