# theta, gamma_t
2.805046135754908576e+00 1.556835710493242484e-03
3.531343861556885511e+00 1.235831480492817361e-03
4.445698525097306231e+00 1.037012063080072983e-03
5.596802846420849242e+00 9.153519136220524812e-04
7.045957328161134292e+00 7.228747598233495070e-04
8.870334730839386950e+00 5.787480697257227228e-04
1.116708980377407912e+01 4.940308507530194763e-04
1.405853312975872704e+01 3.802762615042378901e-04
1.769864460960344488e+01 3.127756974874194916e-04
2.228127345334363341e+01 2.717630889122072476e-04
2.805046135754907866e+01 2.200391537691496200e-04
3.531343861556884889e+01 1.888911264663118198e-04
4.445698525097307652e+01 1.628695296912524776e-04
5.596802846420851552e+01 1.410944776531817928e-04
7.045957328161131272e+01 1.193276995441017136e-04
8.870334730839388726e+01 1.003637030508220556e-04
1.116708980377407130e+02 8.430707766296100046e-05
1.405853312975872882e+02 7.424247881564449399e-05
1.769864460960343422e+02 5.908027475743010193e-05
2.228127345334363838e+02 5.272690654995376746e-05
2.805046135754906231e+02 3.941309137900368524e-05
3.531343861556885599e+02 2.975852231247629533e-05
4.445698525097302536e+02 1.927354926115890430e-05
5.596802846420847573e+02 1.401039450390124455e-05
7.045957328161139230e+02 3.994717681768652890e-06
8.870334730839383610e+02 2.284855563255948566e-06
