# theta, gamma_t
2.805046135754908576e+00 4.199113479461338312e-05
3.531343861556885511e+00 6.065917307881571409e-05
4.445698525097306231e+00 8.117626468950213804e-05
5.596802846420849242e+00 -2.580975358720560039e-06
7.045957328161134292e+00 7.188746587457113698e-05
8.870334730839386950e+00 3.717955548255886031e-05
1.116708980377407912e+01 3.252616877290364543e-05
1.405853312975872704e+01 1.777390520682520811e-05
1.769864460960344488e+01 9.565784048119870949e-06
2.228127345334363341e+01 1.052033433488175465e-05
2.805046135754907866e+01 9.788503292133749937e-06
3.531343861556884889e+01 9.851851611742053780e-06
4.445698525097307652e+01 8.847412933968115033e-06
5.596802846420851552e+01 3.428251310483112491e-06
7.045957328161131272e+01 1.536044022681574392e-06
8.870334730839388726e+01 4.413025732270317536e-06
1.116708980377407130e+02 -1.419101140319398338e-06
1.405853312975872882e+02 5.701570585747682009e-06
1.769864460960343422e+02 2.772017315495560137e-06
2.228127345334363838e+02 3.690628311757031218e-06
2.805046135754906231e+02 5.031071744747023752e-06
3.531343861556885599e+02 2.178597066725319750e-06
4.445698525097302536e+02 4.077941087690532412e-07
5.596802846420847573e+02 5.987960223352784684e-08
7.045957328161139230e+02 1.560596795014491734e-06
8.870334730839383610e+02 5.881001697176423213e-07
