# theta, gamma_t
2.805046135754908576e+00 5.530272507894329109e-05
3.531343861556885511e+00 1.488143050779040084e-04
4.445698525097306231e+00 4.800057927938392266e-05
5.596802846420849242e+00 5.504058310548243899e-05
7.045957328161134292e+00 5.863694002408123177e-05
8.870334730839386950e+00 2.744385782004055745e-05
1.116708980377407912e+01 2.439697430180198202e-05
1.405853312975872704e+01 3.044031097283376349e-05
1.769864460960344488e+01 2.022351213047821210e-05
2.228127345334363341e+01 2.061562472381537131e-05
2.805046135754907866e+01 1.112623052335169079e-05
3.531343861556884889e+01 2.576758844060756317e-05
4.445698525097307652e+01 1.077411616478478754e-05
5.596802846420851552e+01 7.777895802775487797e-06
7.045957328161131272e+01 1.363365978464389775e-05
8.870334730839388726e+01 1.000672718976085126e-05
1.116708980377407130e+02 5.717978162346983145e-06
1.405853312975872882e+02 3.852837723633265046e-06
1.769864460960343422e+02 1.880957215249334086e-07
2.228127345334363838e+02 1.027644515240501376e-06
2.805046135754906231e+02 2.463095982332699516e-06
3.531343861556885599e+02 1.082661383788644871e-06
4.445698525097302536e+02 3.141028591017626789e-07
5.596802846420847573e+02 -1.585611274300822836e-06
7.045957328161139230e+02 1.269539680555610655e-06
8.870334730839383610e+02 1.344292666927717135e-06
