# theta, gamma_t
2.805046135754908576e+00 2.628412051188039810e-04
3.531343861556885511e+00 2.092832227427296921e-04
4.445698525097306231e+00 2.111406356824636053e-04
5.596802846420849242e+00 1.824511413680421151e-04
7.045957328161134292e+00 1.455895828453395151e-04
8.870334730839386950e+00 9.386082922744773350e-05
1.116708980377407912e+01 6.791609714871610576e-05
1.405853312975872704e+01 9.722842798174158373e-05
1.769864460960344488e+01 9.350843347911940698e-05
2.228127345334363341e+01 7.345937195456484793e-05
2.805046135754907866e+01 5.570150104020325804e-05
3.531343861556884889e+01 5.104878418691897644e-05
4.445698525097307652e+01 4.474442823467238351e-05
5.596802846420851552e+01 3.542870531403282563e-05
7.045957328161131272e+01 2.213302639214429854e-05
8.870334730839388726e+01 2.077194778039887312e-05
1.116708980377407130e+02 1.423788129824583290e-05
1.405853312975872882e+02 8.356914096262634293e-06
1.769864460960343422e+02 8.804637607779155215e-06
2.228127345334363838e+02 6.545640956402639204e-06
2.805046135754906231e+02 4.148719595041807656e-06
3.531343861556885599e+02 6.730520825665904931e-06
4.445698525097302536e+02 1.625893277185653566e-06
5.596802846420847573e+02 -1.701480930925816115e-06
7.045957328161139230e+02 4.518542063832468037e-07
8.870334730839383610e+02 1.196555867481255962e-06
