# theta, gamma_t
2.805046135754908576e+00 9.574998026089699557e-04
3.531343861556885511e+00 9.005383372660264027e-04
4.445698525097306231e+00 7.378558381666229559e-04
5.596802846420849242e+00 6.006739696097444098e-04
7.045957328161134292e+00 4.938705213344023919e-04
8.870334730839386950e+00 4.026866388499994584e-04
1.116708980377407912e+01 3.146543849065765413e-04
1.405853312975872704e+01 2.582853731039307511e-04
1.769864460960344488e+01 2.273516229914183126e-04
2.228127345334363341e+01 1.745298086986579614e-04
2.805046135754907866e+01 1.545052530975445895e-04
3.531343861556884889e+01 1.228233039813923983e-04
4.445698525097307652e+01 1.194115301355461243e-04
5.596802846420851552e+01 9.177798414749658207e-05
7.045957328161131272e+01 7.242555168465363371e-05
8.870334730839388726e+01 5.507200102031917520e-05
1.116708980377407130e+02 4.493654725428064707e-05
1.405853312975872882e+02 3.619349173165201691e-05
1.769864460960343422e+02 3.302614760512899829e-05
2.228127345334363838e+02 2.923017070678602744e-05
2.805046135754906231e+02 2.242367978385482921e-05
3.531343861556885599e+02 1.849462406277497010e-05
4.445698525097302536e+02 1.178996449025691730e-05
5.596802846420847573e+02 7.614522925861577929e-06
7.045957328161139230e+02 4.118337248634459481e-06
8.870334730839383610e+02 5.889416017805874633e-07
