# xi_im, xi_npair, xi_weight, Rg, sum_w_l, sum_w_r,
-9.765266875976355535e-07 2.237093169000000000e+09 1.820272747449351120e+10 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-2.588096917569009186e-06 3.524044883000000000e+09 2.867521228309716415e+10 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
5.227853063496357970e-06 5.556409217000000000e+09 4.521292576828464508e+10 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
5.419206770513776650e-06 8.761203964000000000e+09 7.129167252776519775e+10 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
5.233432919377790491e-06 1.381699325800000000e+10 1.124313246038075104e+11 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
6.947559552042029145e-07 2.180235594800000000e+10 1.774116708819868164e+11 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-2.264641860993819474e-07 3.441781546900000000e+10 2.800709597047407837e+11 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
4.046217462772746075e-07 5.433933017600000000e+10 4.421846067343588867e+11 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-3.562860198350663645e-06 8.581914069600000000e+10 6.983618050121875000e+11 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-6.801742363416809739e-06 1.355800025900000000e+11 1.103318651279063965e+12 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-1.141938874580018528e-06 2.141836842840000000e+11 1.743016022246467773e+12 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
9.203614221068659521e-07 3.382442837690000000e+11 2.752674730890821777e+12 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
1.735443232768286470e-06 5.337190146120000000e+11 4.343567250073766113e+12 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
1.205504490683276832e-06 8.411884579610000000e+11 6.845990846205182617e+12 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
1.777215133431275139e-06 1.323981854374000000e+12 1.077544438764303320e+13 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
3.552043151094582641e-06 2.080135910033000000e+12 1.692975695525712695e+13 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
7.941213897495374723e-07 3.261702200806000000e+12 2.654669064936930859e+13 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
1.766680944838759207e-06 5.100208844608000000e+12 4.151076551849192188e+13 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-2.807804758842531534e-06 7.947346519087000000e+12 6.468384323843545312e+13 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-7.632729582614861794e-06 1.234183159280000000e+13 1.004542431015747344e+14 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-9.908900851916662363e-06 1.910422868438000000e+13 1.555009172712876250e+14 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-7.660354095530838499e-06 2.943507677456400000e+13 2.395989777199734375e+14 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-7.063073292863108229e-06 4.504846915886400000e+13 3.667036468951311875e+14 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-9.111273438401691727e-06 6.829750483457200000e+13 5.559514659258956875e+14 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-8.380413360335621159e-06 1.022063189195420000e+14 8.319876641802052500e+14 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
-2.128569423458737354e-06 1.509846726922680000e+14 1.229070466289682000e+15 6.915813945088769010e-01 1.783833875000000000e+06 8.919170000000000000e+07
