# theta, gammat_shot_noise
2.805046135754908576e+00 4.117441892750049181e-11
3.531343861556885511e+00 3.410086600166930176e-11
4.445698525097306231e+00 2.382647803358820770e-11
5.596802846420849242e+00 1.990313449653094063e-11
7.045957328161134292e+00 1.866319424773240127e-11
8.870334730839386950e+00 1.550087093256252389e-11
1.116708980377407912e+01 1.405702298225934586e-11
1.405853312975872704e+01 1.452162619130323672e-11
1.769864460960344488e+01 1.589734697579817979e-11
2.228127345334363341e+01 1.576541497157146360e-11
2.805046135754907866e+01 1.690719240991304651e-11
3.531343861556884889e+01 2.041160816548725398e-11
4.445698525097307652e+01 2.668658953931841746e-11
5.596802846420851552e+01 3.414105707257570312e-11
7.045957328161131272e+01 4.719577013806855806e-11
8.870334730839388726e+01 6.474786637980537286e-11
1.116708980377407130e+02 8.773310651570502919e-11
1.405853312975872882e+02 1.178840005150533592e-10
1.769864460960343422e+02 1.625275004416402960e-10
2.228127345334363838e+02 2.396576389410429249e-10
2.805046135754906231e+02 3.212705984781940576e-10
3.531343861556885599e+02 3.573899280931258578e-10
4.445698525097302536e+02 3.357454787465244970e-10
5.596802846420847573e+02 2.654084391494753121e-10
7.045957328161139230e+02 2.264821454002758974e-10
8.870334730839383610e+02 2.472449468722231458e-10
