# theta, gammat_err
2.805046135754908576e+00 1.406662452572590433e-06
3.531343861556885511e+00 1.174437062378755768e-06
4.445698525097306231e+00 9.192346657787095637e-07
5.596802846420849242e+00 5.706200939068212213e-07
7.045957328161134292e+00 5.156295961476813416e-07
8.870334730839386950e+00 3.552123881146691988e-07
1.116708980377407912e+01 3.050991234929950863e-07
1.405853312975872704e+01 2.187023892338794586e-07
1.769864460960344488e+01 2.189387710992824150e-07
2.228127345334363341e+01 1.709365663355293161e-07
2.805046135754907866e+01 1.878350227558693202e-07
3.531343861556884889e+01 1.470301798236054729e-07
4.445698525097307652e+01 1.173569287869361980e-07
5.596802846420851552e+01 1.112658518108457946e-07
7.045957328161131272e+01 8.035718268383724802e-08
8.870334730839388726e+01 1.275460564414386195e-07
1.116708980377407130e+02 8.255572059683081480e-08
1.405853312975872882e+02 8.417484077492836728e-08
1.769864460960343422e+02 7.625263115634364679e-08
2.228127345334363838e+02 6.211678966590310603e-08
2.805046135754906231e+02 7.873129228991132565e-08
3.531343861556885599e+02 5.245332742414818312e-08
4.445698525097302536e+02 4.755230624970502119e-08
5.596802846420847573e+02 5.020285185013761924e-08
7.045957328161139230e+02 3.941180280615785588e-08
8.870334730839383610e+02 4.430520631837695213e-08
