# theta, gammat_err
2.805046135754908576e+00 1.021763087720224002e-06
3.531343861556885511e+00 5.616430657035569939e-07
4.445698525097306231e+00 5.335352793123227783e-07
5.596802846420849242e+00 5.176934460799895353e-07
7.045957328161134292e+00 4.938137391144134089e-07
8.870334730839386950e+00 3.309283281327227926e-07
1.116708980377407912e+01 2.624826258678265985e-07
1.405853312975872704e+01 2.824132672259824526e-07
1.769864460960344488e+01 2.077693523571333291e-07
2.228127345334363341e+01 2.069600714045253211e-07
2.805046135754907866e+01 1.383490609521937779e-07
3.531343861556884889e+01 1.265162380670275527e-07
4.445698525097307652e+01 9.347218284955563961e-08
5.596802846420851552e+01 1.576873197651305723e-07
7.045957328161131272e+01 8.415993849621366591e-08
8.870334730839388726e+01 8.912987796095203147e-08
1.116708980377407130e+02 9.191664703330389794e-08
1.405853312975872882e+02 9.908459754577935074e-08
1.769864460960343422e+02 6.081552830903066851e-08
2.228127345334363838e+02 8.135874516503416129e-08
2.805046135754906231e+02 8.544416353386291296e-08
3.531343861556885599e+02 7.445399864020225071e-08
4.445698525097302536e+02 5.203406752747649276e-08
5.596802846420847573e+02 4.635286431394159947e-08
7.045957328161139230e+02 4.454110533178946788e-08
8.870334730839383610e+02 4.156128404570782543e-08
