# theta, gammat_err
2.805046135754908576e+00 7.265268312710220355e-07
3.531343861556885511e+00 7.949694399591810697e-07
4.445698525097306231e+00 5.542512999989615185e-07
5.596802846420849242e+00 3.255913207138022513e-07
7.045957328161134292e+00 3.261268644940106076e-07
8.870334730839386950e+00 3.903332406426077152e-07
1.116708980377407912e+01 1.483138790796534944e-07
1.405853312975872704e+01 1.741378810558647998e-07
1.769864460960344488e+01 2.375849268494484627e-07
2.228127345334363341e+01 1.778055842483428311e-07
2.805046135754907866e+01 1.614804266200420380e-07
3.531343861556884889e+01 2.119174437317903792e-07
4.445698525097307652e+01 1.465945008471420387e-07
5.596802846420851552e+01 1.459704998276238355e-07
7.045957328161131272e+01 1.719039924810670678e-07
8.870334730839388726e+01 1.214507489579635377e-07
1.116708980377407130e+02 1.086911502325008347e-07
1.405853312975872882e+02 9.489658304966956412e-08
1.769864460960343422e+02 1.094527170189762114e-07
2.228127345334363838e+02 8.941822894076277458e-08
2.805046135754906231e+02 9.825089533299906575e-08
3.531343861556885599e+02 9.475632148041888113e-08
4.445698525097302536e+02 7.486788825188583687e-08
5.596802846420847573e+02 6.657068864761690773e-08
7.045957328161139230e+02 6.453095356133283582e-08
8.870334730839383610e+02 6.656945473664802172e-08
