# theta, gammat_shot_noise
2.805046135754908576e+00 3.491714056950619446e-13
3.531343861556885511e+00 5.568442492110010710e-13
4.445698525097306231e+00 4.602173082834866068e-13
5.596802846420849242e+00 1.519902046718586009e-13
7.045957328161134292e+00 1.147437514226840789e-13
8.870334730839386950e+00 6.471851015083983959e-14
1.116708980377407912e+01 4.951112007123587738e-14
1.405853312975872704e+01 5.555066618252929372e-14
1.769864460960344488e+01 7.384733877485042808e-14
2.228127345334363341e+01 1.749104333431513514e-14
2.805046135754907866e+01 4.375637911747577430e-14
3.531343861556884889e+01 2.608391550675482627e-14
4.445698525097307652e+01 4.972564071738191169e-14
5.596802846420851552e+01 2.878600640744015345e-14
7.045957328161131272e+01 3.957389510505133323e-14
8.870334730839388726e+01 5.420611251931133341e-14
1.116708980377407130e+02 8.157729298972300352e-14
1.405853312975872882e+02 1.087705922079846362e-13
1.769864460960343422e+02 1.681299148113710215e-13
2.228127345334363838e+02 2.555705617239467750e-13
2.805046135754906231e+02 3.144755366015300277e-13
3.531343861556885599e+02 3.225725849829913164e-13
4.445698525097302536e+02 2.834721656912610756e-13
5.596802846420847573e+02 2.921784940836661121e-13
7.045957328161139230e+02 2.912199982057286717e-13
8.870334730839383610e+02 3.738905938904634112e-13
