# theta, gammat_shot_noise
2.805046135754908576e+00 2.129313507709342234e-12
3.531343861556885511e+00 1.158009580031519126e-12
4.445698525097306231e+00 7.385153865117752694e-13
5.596802846420849242e+00 3.248464657068210606e-13
7.045957328161134292e+00 2.733129806865311987e-13
8.870334730839386950e+00 1.471973150010062117e-13
1.116708980377407912e+01 8.390212227915766446e-14
1.405853312975872704e+01 3.773306300553755555e-14
1.769864460960344488e+01 4.727514290691482845e-14
2.228127345334363341e+01 3.954987881771608898e-14
2.805046135754907866e+01 4.852126904786673221e-14
3.531343861556884889e+01 3.548377029915747473e-14
4.445698525097307652e+01 2.880801426079027466e-14
5.596802846420851552e+01 3.954504725283349965e-14
7.045957328161131272e+01 4.283287851655246783e-14
8.870334730839388726e+01 5.707789839783703917e-14
1.116708980377407130e+02 7.482703941064840231e-14
1.405853312975872882e+02 1.148415023119267728e-13
1.769864460960343422e+02 1.656714126860349063e-13
2.228127345334363838e+02 2.397794797191066062e-13
2.805046135754906231e+02 3.163698013489609121e-13
3.531343861556885599e+02 3.209805136210878751e-13
4.445698525097302536e+02 2.802390728260795302e-13
5.596802846420847573e+02 2.974390076614922576e-13
7.045957328161139230e+02 2.987036309035531471e-13
8.870334730839383610e+02 3.933946808225919094e-13
