# theta, boost
2.805046135754705627e+00 9.985336485236790960e-01
3.531343861556119457e+00 1.002107018223374002e+00
4.445698525095699516e+00 1.002029279620485491e+00
5.596802846418014177e+00 1.002161774695704999e+00
7.045957328156546851e+00 1.002240117229649341e+00
8.870334730832327708e+00 1.002191798925320620e+00
1.116708980376357552e+01 1.002396103363832891e+00
1.405853312974346814e+01 1.002294092651984769e+00
1.769864460958168095e+01 1.002407913480149571e+00
2.228127345331300901e+01 1.002525335311540200e+00
2.805046135750647807e+01 1.002712378773764845e+00
3.531343861551010122e+01 1.002590844219623634e+00
4.445698525089266440e+01 1.002507370478622928e+00
5.596802846409915588e+01 1.002356180076105607e+00
7.045957328146349141e+01 1.002313315760081869e+00
8.870334730819496372e+01 1.002328144265854926e+00
1.116708980374742026e+02 1.002311982610006202e+00
1.405853312972313063e+02 1.002626988635583416e+00
1.769864460955607228e+02 1.003027837191830640e+00
2.228127345328078661e+02 1.003672048488583490e+00
2.805046135746590039e+02 1.004540883122391204e+00
3.531343861545901746e+02 1.004478909312846113e+00
4.445698525082834749e+02 1.004581358177573325e+00
5.596802846401818670e+02 1.004170594728400978e+00
7.045957328136156548e+02 1.003868625629060762e+00
8.870334730806664538e+02 1.004641748275349356e+00
