# theta, boost
2.805046135754705627e+00 1.005068098837126556e+00
3.531343861556119457e+00 1.007731376196352890e+00
4.445698525095699516e+00 1.007067600313276134e+00
5.596802846418014177e+00 1.006216185218984149e+00
7.045957328156546851e+00 1.005753858154908142e+00
8.870334730832327708e+00 1.005179111477026099e+00
1.116708980376357552e+01 1.004542048266557908e+00
1.405853312974346814e+01 1.004239505831067580e+00
1.769864460958168095e+01 1.003782911577885795e+00
2.228127345331300901e+01 1.003676192628319308e+00
2.805046135750647807e+01 1.003507794582110479e+00
3.531343861551010122e+01 1.003662695054392096e+00
4.445698525089266440e+01 1.003856030364377983e+00
5.596802846409915588e+01 1.003947316420917835e+00
7.045957328146349141e+01 1.004003948110019584e+00
8.870334730819496372e+01 1.003782543398930249e+00
1.116708980374742026e+02 1.003619645207830757e+00
1.405853312972313063e+02 1.004070565601866027e+00
1.769864460955607228e+02 1.004371400699939576e+00
2.228127345328078661e+02 1.004292786132085169e+00
2.805046135746590039e+02 1.004766555934565320e+00
3.531343861545901746e+02 1.004605645236201328e+00
4.445698525082834749e+02 1.004851832432346326e+00
5.596802846401818670e+02 1.004738730201439223e+00
7.045957328136156548e+02 1.004936309705561692e+00
8.870334730806664538e+02 1.005390044779609804e+00
