# theta, boost
2.805046135754705627e+00 1.072481140330868499e+00
3.531343861556119457e+00 1.063772486003417228e+00
4.445698525095699516e+00 1.053224011307787755e+00
5.596802846418014177e+00 1.044879184368535663e+00
7.045957328156546851e+00 1.038245922316250125e+00
8.870334730832327708e+00 1.032833246027041740e+00
1.116708980376357552e+01 1.028417271960968993e+00
1.405853312974346814e+01 1.024476633203848408e+00
1.769864460958168095e+01 1.021223439360392504e+00
2.228127345331300901e+01 1.018218652443375616e+00
2.805046135750647807e+01 1.015540359980050766e+00
3.531343861551010122e+01 1.013201334726277381e+00
4.445698525089266440e+01 1.011152412503301123e+00
5.596802846409915588e+01 1.009470662792339768e+00
7.045957328146349141e+01 1.007869986510724347e+00
8.870334730819496372e+01 1.006602401452990403e+00
1.116708980374742026e+02 1.005611761174478591e+00
1.405853312972313063e+02 1.004986555157367123e+00
1.769864460955607228e+02 1.004655585804034468e+00
2.228127345328078661e+02 1.004460017431598962e+00
2.805046135746590039e+02 1.004725850117878849e+00
3.531343861545901746e+02 1.004472543117171712e+00
4.445698525082834749e+02 1.004457023993980069e+00
5.596802846401818670e+02 1.003910299035134956e+00
7.045957328136156548e+02 1.003922742043783067e+00
8.870334730806664538e+02 1.004659637395077354e+00
