# theta, boost
2.805046135754705627e+00 1.008182612932593925e+00
3.531343861556119457e+00 1.010228803504592099e+00
4.445698525095699516e+00 1.008926557926117740e+00
5.596802846418014177e+00 1.007828167149262599e+00
7.045957328156546851e+00 1.006519431858255986e+00
8.870334730832327708e+00 1.005637894549675782e+00
1.116708980376357552e+01 1.004834864511191972e+00
1.405853312974346814e+01 1.004223105582357167e+00
1.769864460958168095e+01 1.003448071469281278e+00
2.228127345331300901e+01 1.003132136302076649e+00
2.805046135750647807e+01 1.002749777900070027e+00
3.531343861551010122e+01 1.002497263855082421e+00
4.445698525089266440e+01 1.002351477971880067e+00
5.596802846409915588e+01 1.002191058698422399e+00
7.045957328146349141e+01 1.002402437643838296e+00
8.870334730819496372e+01 1.002489017120488768e+00
1.116708980374742026e+02 1.002594950419037900e+00
1.405853312972313063e+02 1.002976066596991123e+00
1.769864460955607228e+02 1.003258114842271231e+00
2.228127345328078661e+02 1.003552074628318858e+00
2.805046135746590039e+02 1.003908589951227226e+00
3.531343861545901746e+02 1.003840346585626486e+00
4.445698525082834749e+02 1.004187990620352577e+00
5.596802846401818670e+02 1.004314699531397181e+00
7.045957328136156548e+02 1.004538232091403582e+00
8.870334730806664538e+02 1.005240366567084820e+00
